field,person_id,college_id,graduation_year,degree,degree_id
Civil Engineering 土木,88610248,NA,NA,NA,88627723
Architecture 建築,88611638,NA,NA,NA,88629036
Architecture 建築,88610116,NA,NA,NA,88627596
Mining and Metallurgy,88610230,NA,NA,NA,88627705
Mechanical Engineering 機械,88610217,NA,NA,NA,88627692
Mechanical Engineering 機械,88601970,NA,NA,NA,88620002
Chemical Engineering 化工,88601975,NA,NA,NA,88620007
Chemical Engineering 化工,88601097,NA,NA,NA,88619172
Chemical Engineering 化工,88600315,NA,NA,NA,88618453
Chemical Engineering 化工,88611605,NA,NA,NA,88629002
Mechanical Engineering 機械,88609700,NA,NA,NA,88627203
Mechanical Engineering 機械,88610164,NA,NA,NA,88627643
Physics 物理,88610110,NA,NA,NA,88627591
Naval Engineering,88601087,NA,NA,NA,88619163
Mechanical Engineering 機械,88610173,NA,NA,NA,88627652
Mining and Metallurgy,88610209,NA,NA,NA,88627686
Chemistry,88610048,NA,NA,NA,88627532
Chemical Engineering 化工,88611620,NA,NA,NA,88629018
Mining and Metallurgy,88609725,NA,NA,NA,88627228
Chemical Engineering 化工,88610208,NA,NA,NA,88627683
Chemical Engineering 化工,88610018,NA,NA,NA,88627501
Civil Engineering 土木,88609871,NA,NA,NA,88627360
Civil Engineering 土木,88610047,NA,NA,NA,88627531
Civil Engineering 土木,88610103,NA,NA,NA,88627584
Civil Engineering 土木,88609877,NA,NA,NA,88627366
Electrical Engineering 電機,88610052,NA,NA,NA,88627538
Electrical Engineering 電機,88610147,NA,NA,NA,88627626
Electrical Engineering 電機,88610199,NA,NA,NA,88627674
Electrical Engineering 電機,88609932,NA,NA,NA,88627416
Mechanical Engineering 機械,88611604,NA,NA,NA,88629001
Chemical Engineering 化工,88611598,NA,NA,NA,88628995
Chemical Engineering 化工,88611663,NA,NA,NA,88629058
Chemical Engineering 化工,88611641,NA,NA,NA,88629038
Chemical Engineering 化工,88604143,NA,NA,NA,88622055
Electrical Engineering 電機,88601092,NA,NA,NA,88619168
Hydraulic Engineering,88610092,NA,NA,NA,88627576
Hydraulic Engineering,88609915,NA,NA,NA,88627400
Hydraulic Engineering,88610083,NA,NA,NA,88627568
Electrical Engineering 電機,88611611,NA,NA,NA,88629008
Electrical Engineering 電機,88601946,NA,NA,NA,88619980
Electrical Engineering 電機,88611681,NA,NA,NA,88629075
Electrical Engineering 電機,88609870,NA,NA,NA,88627358
Mechanical Engineering 機械,88601954,NA,NA,NA,88619988
Chemistry,88609706,NA,NA,NA,88627207
Civil Engineering 土木,88605475,NA,NA,NA,88623279
Nuclear Engineering,88610225,NA,NA,NA,88627700
Nuclear Engineering,88609949,NA,NA,NA,88627431
Nuclear Engineering,88610086,NA,NA,NA,88627570
Nuclear Engineering,88609817,NA,NA,NA,88627308
Nuclear Engineering,88609979,NA,NA,NA,88627461
Surveying 測量,88609750,NA,NA,NA,88627251
Surveying 測量,88611640,NA,NA,NA,88629037
Surveying 測量,88600316,NA,NA,NA,88618454
Surveying 測量,88609892,NA,NA,NA,88627378
Naval Engineering,88610141,NA,NA,NA,88627620
Mechanical Engineering 機械,88601093,NA,NA,NA,88619169
Mechanical Engineering 機械,88609960,NA,NA,NA,88627443
Mechanical Engineering 機械,88610188,NA,NA,NA,88627665
Mechanical Engineering 機械,88610223,NA,NA,NA,88627698
Mechanical Engineering 機械,88609975,NA,NA,NA,88627458
Mechanical Engineering 機械,88610038,NA,NA,NA,88627522
Mechanical Engineering 機械,88609842,NA,NA,NA,88627330
Civil Engineering 土木,88602001,NA,NA,NA,88620032
Mechanical Engineering 機械,88609809,NA,NA,NA,88627300
Mechanical Engineering 機械,88609731,NA,NA,NA,88627234
Mechanical Engineering 機械,88601816,NA,NA,NA,88619859
Mechanical Engineering 機械,88609495,NA,NA,NA,88627016
Mechanical Engineering 機械,88600957,NA,NA,NA,88619048
Mechanical Engineering 機械,88609472,NA,NA,NA,88626994
Mechanical Engineering 機械,88609409,NA,NA,NA,88626932
Telecommunication,88609447,NA,NA,NA,88626969
Chemical Engineering 化工,88609426,NA,NA,NA,88626949
Electrical Engineering 電機,88609465,NA,NA,NA,88626987
Electrical Engineering 電機,88609442,NA,NA,NA,88626965
Civil Engineering 土木,88600954,NA,NA,NA,88619045
Civil Engineering 土木,88600951,NA,NA,NA,88619042
Mechanical Engineering 機械,88609460,NA,NA,NA,88626982
Electrical Engineering 電機,88609410,NA,NA,NA,88626933
Mechanical Engineering 機械,88611546,NA,NA,NA,88628944
Civil Engineering 土木,88609456,NA,NA,NA,88626978
Mechanical Engineering 機械,88609433,NA,NA,NA,88626956
Chemical Engineering 化工,88601823,NA,NA,NA,88619865
Mining and Metallurgy,88609452,NA,NA,NA,88626974
Electrical Engineering 電機,88609486,NA,NA,NA,88627007
Civil Engineering 土木,88609489,NA,NA,NA,88627010
Mechanical Engineering 機械,88609425,NA,NA,NA,88626948
Mechanical Engineering 機械,88602825,NA,NA,NA,88620809
Mechanical Engineering 機械,88609420,NA,NA,NA,88626943
Civil Engineering 土木,88609402,NA,NA,NA,88626926
Mechanical Engineering 機械,88609461,NA,NA,NA,88626983
Mechanical Engineering 機械,88609470,NA,NA,NA,88626992
Mechanical Engineering 機械,88609492,NA,NA,NA,88627013
Mechanical Engineering 機械,88609487,NA,NA,NA,88627008
Civil Engineering 土木,88609437,NA,NA,NA,88626960
Mechanical Engineering 機械,88609411,NA,NA,NA,88626934
Mining and Metallurgy,88609483,NA,NA,NA,88627004
Civil Engineering 土木,88609457,NA,NA,NA,88626979
Mechanical Engineering 機械,88604063,NA,NA,NA,88621983
Hydraulic Engineering,88609406,NA,NA,NA,88626929
Vehicle Engineering,88604062,NA,NA,NA,88621982
Nuclear Engineering,88609412,NA,NA,NA,88626935
Shipbuilding,88609462,NA,NA,NA,88626984
Civil Engineering 土木,88602620,NA,NA,NA,88620618
Civil Engineering 土木,88609418,NA,NA,NA,88626941
Mechanical Engineering 機械,88609458,NA,NA,NA,88626980
Mechanical Engineering 機械,88609416,NA,NA,NA,88626939
Architecture 建築,88609436,NA,NA,NA,88626959
Civil Engineering 土木,88600294,NA,NA,NA,88618434
Electrical Engineering 電機,88601817,NA,NA,NA,88619860
Civil Engineering 土木,88609454,NA,NA,NA,88626976
Chemical Engineering 化工,88600958,NA,NA,NA,88619049
Chemical Engineering 化工,88609469,NA,NA,NA,88626991
Mechanical Engineering 機械,88601831,NA,NA,NA,88619872
Chemical Engineering 化工,88609441,NA,NA,NA,88626964
Agricultural Engineering,88609419,NA,NA,NA,88626942
Mechanical Engineering 機械,88609446,NA,NA,NA,88626968
Civil Engineering 土木,88609459,NA,NA,NA,88626981
Civil Engineering 土木,88609485,NA,NA,NA,88627006
Civil Engineering 土木,88609443,NA,NA,NA,88626966
Civil Engineering 土木,88609488,NA,NA,NA,88627009
Mechanical Engineering 機械,88604614,NA,NA,NA,88622480
Chemical Engineering 化工,88609424,NA,NA,NA,88626947
Mining and Metallurgy,88609478,NA,NA,NA,88627000
Chemical Engineering 化工,88609481,NA,NA,NA,88627002
Mechanical Engineering 機械,88609417,NA,NA,NA,88626940
Chemical Engineering 化工,88609438,NA,NA,NA,88626961
Chemical Engineering 化工,88609450,NA,NA,NA,88626972
Civil Engineering 土木,88600948,NA,NA,NA,88619039
Electrical Engineering 電機,88609464,NA,NA,NA,88626986
Mechanical Engineering 機械,88609449,NA,NA,NA,88626971
Civil Engineering 土木,88609496,NA,NA,NA,88627017
Chemical Engineering 化工,88605039,NA,NA,NA,88622874
Mechanical Engineering 機械,88609401,NA,NA,NA,88626925
Civil Engineering 土木,88601830,NA,NA,NA,88619871
Hydraulic Engineering,88609473,NA,NA,NA,88626995
Civil Engineering 土木,88609494,NA,NA,NA,88627015
Civil Engineering 土木,88609415,NA,NA,NA,88626938
Civil Engineering 土木,88609453,NA,NA,NA,88626975
Civil Engineering 土木,88600953,NA,NA,NA,88619044
Hydraulic Engineering,88609434,NA,NA,NA,88626957
Chemical Engineering 化工,88609423,NA,NA,NA,88626946
Civil Engineering 土木,88609444,NA,NA,NA,88626967
Mechanical Engineering 機械,88609428,NA,NA,NA,88626951
Civil Engineering 土木,88609440,NA,NA,NA,88626963
Mechanical Engineering 機械,88601829,NA,NA,NA,88619870
Civil Engineering 土木,88609471,NA,NA,NA,88626993
Chemistry,88609463,NA,NA,NA,88626985
Mechanical Engineering 機械,88601821,NA,NA,NA,88619864
Architecture 建築,88609474,NA,NA,NA,88626996
Chemical Engineering 化工,88601827,NA,NA,NA,88619868
Civil Engineering 土木,88609468,NA,NA,NA,88626990
Civil Engineering 土木,88601819,NA,NA,NA,88619862
Mechanical Engineering 機械,88609477,NA,NA,NA,88626999
Civil Engineering 土木,88609439,NA,NA,NA,88626962
Naval Engineering,88609421,NA,NA,NA,88626944
Mechanical Engineering 機械,88600292,NA,NA,NA,88618433
Chemical Engineering 化工,88600952,NA,NA,NA,88619043
Aviation,88600917,NA,NA,NA,88619010
Mechanical Engineering 機械,88609037,NA,NA,NA,88626596
Civil Engineering 土木,88608951,NA,NA,NA,88626518
Civil Engineering 土木,88600911,NA,NA,NA,88619003
Chemistry,88608981,NA,NA,NA,88626546
Mechanical Engineering 機械,88609043,NA,NA,NA,88626601
Mechanical Engineering 機械,88608956,NA,NA,NA,88626523
Mechanical Engineering 機械,88609028,NA,NA,NA,88626587
Chemical Engineering 化工,88609030,NA,NA,NA,88626589
Mechanical Engineering 機械,88608983,NA,NA,NA,88626547
Mechanical Engineering 機械,88609069,NA,NA,NA,88626626
Electrical Engineering 電機,88609022,NA,NA,NA,88626581
Mechanical Engineering 機械,88608953,NA,NA,NA,88626520
Civil Engineering 土木,88609068,NA,NA,NA,88626625
Civil Engineering 土木,88609058,NA,NA,NA,88626615
Chemical Engineering 化工,88609024,NA,NA,NA,88626583
Electrical Engineering 電機,88608991,NA,NA,NA,88626553
Electrical Engineering 電機,88609004,NA,NA,NA,88626567
Mining and Metallurgy,88608993,NA,NA,NA,88626556
Civil Engineering 土木,88609007,NA,NA,NA,88626570
Electrical Engineering 電機,88609047,NA,NA,NA,88626605
Electrical Engineering 電機,88608970,NA,NA,NA,88626536
Electrical Engineering 電機,88609005,NA,NA,NA,88626568
Chemical Engineering 化工,88609059,NA,NA,NA,88626616
Civil Engineering 土木,88608946,NA,NA,NA,88626513
Civil Engineering 土木,88609070,NA,NA,NA,88626627
Mechanical Engineering 機械,88600283,NA,NA,NA,88618425
Civil Engineering 土木,88608977,NA,NA,NA,88626542
Civil Engineering 土木,88608979,NA,NA,NA,88626544
Electrical Engineering 電機,88608964,NA,NA,NA,88626531
Chemical Engineering 化工,88609027,NA,NA,NA,88626586
Chemical Engineering 化工,88608994,NA,NA,NA,88626557
Mechanical Engineering 機械,88609032,NA,NA,NA,88626591
Civil Engineering 土木,88608976,NA,NA,NA,88626541
Mechanical Engineering 機械,88608963,NA,NA,NA,88626530
Architecture 建築,88609003,NA,NA,NA,88626566
Chemical Engineering 化工,88609014,NA,NA,NA,88626576
Civil Engineering 土木,88608995,NA,NA,NA,88626559
Mechanical Engineering 機械,88609039,NA,NA,NA,88626598
Mechanical Engineering 機械,88609025,NA,NA,NA,88626584
Mechanical Engineering 機械,88604010,NA,NA,NA,88621933
Civil Engineering 土木,88609054,NA,NA,NA,88626612
Civil Engineering 土木,88608400,NA,NA,NA,88626010
Mechanical Engineering 機械,88604011,NA,NA,NA,88621934
Chemical Engineering 化工,88611961,NA,NA,NA,88629223
Civil Engineering 土木,88608993,NA,NA,NA,88626555
Architecture 建築,88608399,NA,NA,NA,88626009
Civil Engineering 土木,88608955,NA,NA,NA,88626522
Civil Engineering 土木,88609031,NA,NA,NA,88626590
Chemical Engineering 化工,88608988,NA,NA,NA,88626550
Civil Engineering 土木,88600915,NA,NA,NA,88619008
Architecture 建築,88600284,NA,NA,NA,88618426
Agricultural Chemistry,88609048,NA,NA,NA,88626606
Mining and Metallurgy,88609038,NA,NA,NA,88626597
Mining and Metallurgy,88609008,NA,NA,NA,88626571
Mining and Metallurgy,88609034,NA,NA,NA,88626593
Electrical Engineering 電機,88608992,NA,NA,NA,88626554
Chemical Engineering 化工,88605026,NA,NA,NA,88622861
Chemical Engineering 化工,88604005,NA,NA,NA,88621929
Civil Engineering 土木,88609065,NA,NA,NA,88626622
Mining and Metallurgy,88604003,NA,NA,NA,88621927
Civil Engineering 土木,88609033,NA,NA,NA,88626592
Civil Engineering 土木,88608957,NA,NA,NA,88626524
Architecture 建築,88609035,NA,NA,NA,88626594
Civil Engineering 土木,88608997,NA,NA,NA,88626561
Chemical Engineering 化工,88608947,NA,NA,NA,88626514
Civil Engineering 土木,88608978,NA,NA,NA,88626543
Electrical Engineering 電機,88608980,NA,NA,NA,88626545
Electrical Engineering 電機,88611489,NA,NA,NA,88628898
Civil Engineering 土木,88609060,NA,NA,NA,88626617
Civil Engineering 土木,88609009,NA,NA,NA,88626572
Mining and Metallurgy,88608975,NA,NA,NA,88626540
Mining and Metallurgy,88609066,NA,NA,NA,88626623
Civil Engineering 土木,88608961,NA,NA,NA,88626528
Mechanical Engineering 機械,88609067,NA,NA,NA,88626624
Mechanical Engineering 機械,88608948,NA,NA,NA,88626515
Chemical Engineering 化工,88609045,NA,NA,NA,88626603
Civil Engineering 土木,88608954,NA,NA,NA,88626521
Civil Engineering 土木,88608960,NA,NA,NA,88626527
Civil Engineering 土木,88609012,NA,NA,NA,88626574
Civil Engineering 土木,88608962,NA,NA,NA,88626529
Civil Engineering 土木,88609006,NA,NA,NA,88626569
Civil Engineering 土木,88601784,NA,NA,NA,88619829
Mechanical Engineering 機械,88609036,NA,NA,NA,88626595
Mining and Metallurgy,88608989,NA,NA,NA,88626551
Chemical Engineering 化工,88609057,NA,NA,NA,88626614
Civil Engineering 土木,88608969,NA,NA,NA,88626535
Agricultural Engineering,88609040,NA,NA,NA,88626599
Agricultural Engineering,88609053,NA,NA,NA,88626611
Civil Engineering 土木,88611490,NA,NA,NA,88628899
Mechanical Engineering 機械,88608965,NA,NA,NA,88626532
Civil Engineering 土木,88608949,NA,NA,NA,88626516
Civil Engineering 土木,88608994,NA,NA,NA,88626558
Chemical Engineering 化工,88608971,NA,NA,NA,88626537
Electrical Engineering 電機,88609055,NA,NA,NA,88626613
Mining and Metallurgy,88608945,NA,NA,NA,88626512
Electrical Engineering 電機,88611406,NA,NA,NA,88628827
Mechanical Engineering 機械,88600832,NA,NA,NA,88618928
Civil Engineering 土木,88604396,NA,NA,NA,88622291
Aviation,88604174,NA,NA,NA,88622081
Mechanical Engineering 機械,88611689,NA,NA,NA,88629082
Architecture 建築,88610310,NA,NA,NA,88627783
Mechanical Engineering 機械,88610311,NA,NA,NA,88627784
Civil Engineering 土木,88604164,NA,NA,NA,88622073
Civil Engineering 土木,88608538,NA,NA,NA,88626140
Chemical Engineering 化工,88600852,NA,NA,NA,88618947
Mechanical Engineering 機械,88608544,NA,NA,NA,88626145
Electrical Engineering 電機,88608487,NA,NA,NA,88626090
Electrical Engineering 電機,88608523,NA,NA,NA,88626125
Electrical Engineering 電機,88608502,NA,NA,NA,88626104
Civil Engineering 土木,88608512,NA,NA,NA,88626114
Mechanical Engineering 機械,88603919,NA,NA,NA,88621854
Civil Engineering 土木,88600853,NA,NA,NA,88618948
Mechanical Engineering 機械,88608524,NA,NA,NA,88626126
Mechanical Engineering 機械,88603917,NA,NA,NA,88621852
Civil Engineering 土木,88608514,NA,NA,NA,88626116
Mechanical Engineering 機械,88608526,NA,NA,NA,88626128
Civil Engineering 土木,88608537,NA,NA,NA,88626139
Civil Engineering 土木,88608533,NA,NA,NA,88626135
Civil Engineering 土木,88608543,NA,NA,NA,88626144
Mechanical Engineering 機械,88608499,NA,NA,NA,88626101
Civil Engineering 土木,88608530,NA,NA,NA,88626132
Chemical Engineering 化工,88608528,NA,NA,NA,88626130
Civil Engineering 土木,88608532,NA,NA,NA,88626134
Chemical Engineering 化工,88608494,NA,NA,NA,88626096
Chemical Engineering 化工,88608541,NA,NA,NA,88626143
Mining and Metallurgy,88608534,NA,NA,NA,88626136
Chemical Engineering 化工,88608520,NA,NA,NA,88626122
Civil Engineering 土木,88608515,NA,NA,NA,88626117
Civil Engineering 土木,88608488,NA,NA,NA,88626091
Mechanical Engineering 機械,88608522,NA,NA,NA,88626124
Civil Engineering 土木,88608540,NA,NA,NA,88626142
Civil Engineering 土木,88608485,NA,NA,NA,88626088
Civil Engineering 土木,88608545,NA,NA,NA,88626146
Hydraulic Engineering,88608492,NA,NA,NA,88626095
Hydraulic Engineering,88608531,NA,NA,NA,88626133
Hydraulic Engineering,88608525,NA,NA,NA,88626127
Civil Engineering 土木,88600848,NA,NA,NA,88618944
Civil Engineering 土木,88608490,NA,NA,NA,88626093
Civil Engineering 土木,88608535,NA,NA,NA,88626137
Mechanical Engineering 機械,88608506,NA,NA,NA,88626108
Civil Engineering 土木,88608539,NA,NA,NA,88626141
Mechanical Engineering 機械,88608521,NA,NA,NA,88626123
Civil Engineering 土木,88600851,NA,NA,NA,88618946
Civil Engineering 土木,88608503,NA,NA,NA,88626105
Hydraulic Engineering,88608536,NA,NA,NA,88626138
Nuclear Engineering,88608516,NA,NA,NA,88626118
Mechanical Engineering 機械,88606169,NA,NA,NA,88623913
Civil Engineering 土木,88608505,NA,NA,NA,88626107
Chemical Engineering 化工,88608491,NA,NA,NA,88626094
Chemical Engineering 化工,88608495,NA,NA,NA,88626097
Chemical Engineering 化工,88608527,NA,NA,NA,88626129
Civil Engineering 土木,88608518,NA,NA,NA,88626120
Chemistry,88600850,NA,NA,NA,88618945
Electrical Engineering 電機,88608501,NA,NA,NA,88626103
Civil Engineering 土木,88608517,NA,NA,NA,88626119
Mechanical Engineering 機械,88606736,NA,NA,NA,88624458
Electrical Engineering 電機,88605251,NA,NA,NA,88623078
Mechanical Engineering 機械,88606735,NA,NA,NA,88624457
Civil Engineering 土木,88600145,NA,NA,NA,88618295
Mining and Metallurgy,88606731,NA,NA,NA,88624452
Electrical Engineering 電機,88603615,NA,NA,NA,88621556
Mechanical Engineering 機械,88603615,NA,NA,NA,88621557
Electrical Engineering 電機,88603019,NA,NA,NA,88620992
Architecture 建築,88606733,NA,NA,NA,88624454
Electrical Engineering 電機,88604901,NA,NA,NA,88622742
Mechanical Engineering 機械,88603616,NA,NA,NA,88621558
Hydraulic Engineering,88602038,NA,NA,NA,88620064
Hydraulic Engineering,88602036,NA,NA,NA,88620063
Civil Engineering 土木,88602041,NA,NA,NA,88620067
Industry,88600745,NA,NA,NA,88618852
Aviation,88603696,NA,NA,NA,88621635
Civil Engineering 土木,88607612,NA,NA,NA,88625284
Textile Engineering 紡織,88607616,NA,NA,NA,88625287
Civil Engineering 土木,88611252,NA,NA,NA,88628686
Mechanical Engineering 機械,88601560,NA,NA,NA,88619619
Mechanical Engineering 機械,88601573,NA,NA,NA,88619632
Electrical Engineering 電機,88601577,NA,NA,NA,88619636
Chemical Engineering 化工,88601564,NA,NA,NA,88619623
Mechanical Engineering 機械,88601566,NA,NA,NA,88619625
Mechanical Engineering 機械,88601565,NA,NA,NA,88619624
Chemical Engineering 化工,88604935,NA,NA,NA,88622770
Civil Engineering 土木,88607610,NA,NA,NA,88625282
Civil Engineering 土木,88611250,NA,NA,NA,88628684
Chemical Engineering 化工,88607622,NA,NA,NA,88625293
Electrical Engineering 電機,88607620,NA,NA,NA,88625291
Civil Engineering 土木,88605260,NA,NA,NA,88623087
Chemical Engineering 化工,88604936,NA,NA,NA,88622771
Civil Engineering 土木,88601584,NA,NA,NA,88619642
Civil Engineering 土木,88601561,NA,NA,NA,88619620
Mining and Metallurgy,88607614,NA,NA,NA,88625285
Civil Engineering 土木,88601574,NA,NA,NA,88619633
Mining and Metallurgy,88607609,NA,NA,NA,88625281
Chemical Engineering 化工,88601580,NA,NA,NA,88619639
Mechanical Engineering 機械,88601569,NA,NA,NA,88619628
Civil Engineering 土木,88607615,NA,NA,NA,88625286
Chemical Engineering 化工,88602153,NA,NA,NA,88620169
Civil Engineering 土木,88607608,NA,NA,NA,88625280
Civil Engineering 土木,88611251,NA,NA,NA,88628685
Electrical Engineering 電機,88607624,NA,NA,NA,88625294
Chemistry,88602340,NA,NA,NA,88620349
Civil Engineering 土木,88601585,NA,NA,NA,88619643
Chemical Engineering 化工,88607621,NA,NA,NA,88625292
Mechanical Engineering 機械,88602563,NA,NA,NA,88620563
Hydraulic Engineering,88607606,NA,NA,NA,88625278
Civil Engineering 土木,88601563,NA,NA,NA,88619622
Civil Engineering 土木,88601567,NA,NA,NA,88619626
Civil Engineering 土木,88607625,NA,NA,NA,88625295
Civil Engineering 土木,88607628,NA,NA,NA,88625298
Hydraulic Engineering,88607627,NA,NA,NA,88625297
Civil Engineering 土木,88601568,NA,NA,NA,88619627
Civil Engineering 土木,88601579,NA,NA,NA,88619638
Electrical Engineering 電機,88601570,NA,NA,NA,88619629
Electrical Engineering 電機,88601578,NA,NA,NA,88619637
Civil Engineering 土木,88607617,NA,NA,NA,88625288
Mechanical Engineering 機械,88601739,NA,NA,NA,88619785
Mechanical Engineering 機械,88601742,NA,NA,NA,88619788
Hydraulic Engineering,88604992,NA,NA,NA,88622827
Mechanical Engineering 機械,88604846,NA,NA,NA,88622690
Civil Engineering 土木,88602523,NA,NA,NA,88620521
Civil Engineering 土木,88604533,NA,NA,NA,88622410
Electrical Engineering 電機,88601359,NA,NA,NA,88619427
Civil Engineering 土木,88601360,NA,NA,NA,88619428
Mechanical Engineering 機械,88603487,NA,NA,NA,88621436
Mechanical Engineering 機械,88600230,NA,NA,NA,88618376
Civil Engineering 土木,88611389,NA,NA,NA,88628810
Aviation,88601587,NA,NA,NA,88619644
Electrical Engineering 電機,88602737,NA,NA,NA,88620729
Chemical Engineering 化工,88604656,NA,NA,NA,88622522
Mechanical Engineering 機械,88604847,NA,NA,NA,88622691
Chemical Engineering 化工,88602687,NA,NA,NA,88620680
Chemical Engineering 化工,88603423,NA,NA,NA,88621376
Mechanical Engineering 機械,88604065,NA,NA,NA,88621984
Mechanical Engineering 機械,88608353,NA,NA,NA,88625968
Civil Engineering 土木,88608352,NA,NA,NA,88625967
Chemistry,88600142,NA,NA,NA,88618292
Mechanical Engineering 機械,88603014,NA,NA,NA,88620988
Aviation,88602520,NA,NA,NA,88620518
Mechanical Engineering 機械,88611806,NA,NA,NA,88629153
Mechanical Engineering 機械,88602689,NA,NA,NA,88620682
Civil Engineering 土木,88602228,NA,NA,NA,88620240
Chemical Engineering 化工,88608311,NA,NA,NA,88625932
Mechanical Engineering 機械,88603880,NA,NA,NA,88621815
Civil Engineering 土木,88608313,NA,NA,NA,88625934
Chemical Engineering 化工,88608312,NA,NA,NA,88625933
Civil Engineering 土木,88608310,NA,NA,NA,88625931
Mechanical Engineering 機械,88605604,NA,NA,NA,88623392
Civil Engineering 土木,88604639,NA,NA,NA,88622505
Electrical Engineering 電機,88605620,NA,NA,NA,88623408
Chemical Engineering 化工,88605615,NA,NA,NA,88623403
Mechanical Engineering 機械,88605611,NA,NA,NA,88623399
Electrical Engineering 電機,88605616,NA,NA,NA,88623404
Civil Engineering 土木,88602887,NA,NA,NA,88620869
Military Engineering,88600413,NA,NA,NA,88618549
Civil Engineering 土木,88605603,NA,NA,NA,88623391
Electrical Engineering 電機,88605613,NA,NA,NA,88623401
Mechanical Engineering 機械,88605606,NA,NA,NA,88623394
Civil Engineering 土木,88602493,NA,NA,NA,88620493
Civil Engineering 土木,88605607,NA,NA,NA,88623395
Civil Engineering 土木,88605617,NA,NA,NA,88623405
Mechanical Engineering 機械,88610932,NA,NA,NA,88628367
Electrical Engineering 電機,88610927,NA,NA,NA,88628363
Mining and Metallurgy,88604247,NA,NA,NA,88622152
Civil Engineering 土木,88605612,NA,NA,NA,88623400
Mechanical Engineering 機械,88605609,NA,NA,NA,88623397
Electrical Engineering 電機,88605610,NA,NA,NA,88623398
Civil Engineering 土木,88605618,NA,NA,NA,88623406
Mechanical Engineering 機械,88602890,NA,NA,NA,88620872
Civil Engineering 土木,88605605,NA,NA,NA,88623393
Mechanical Engineering 機械,88604248,NA,NA,NA,88622153
Mechanical Engineering 機械,88602888,NA,NA,NA,88620870
Civil Engineering 土木,88605173,NA,NA,NA,88623004
Hydraulic Engineering,88603927,NA,NA,NA,88621860
Electrical Engineering 電機,88611442,NA,NA,NA,88628860
Electrical Engineering 電機,88610791,NA,NA,NA,88628230
Electrical Engineering 電機,88610585,NA,NA,NA,88628046
Mechanical Engineering 機械,88610608,NA,NA,NA,88628068
Mechanical Engineering 機械,88610464,NA,NA,NA,88627927
Mechanical Engineering 機械,88610706,NA,NA,NA,88628154
Mechanical Engineering 機械,88610514,NA,NA,NA,88627975
Mechanical Engineering 機械,88602045,NA,NA,NA,88620071
Mechanical Engineering 機械,88602049,NA,NA,NA,88620074
Mechanical Engineering 機械,88610617,NA,NA,NA,88628076
Mechanical Engineering 機械,88610794,NA,NA,NA,88628233
Civil Engineering 土木,88602057,NA,NA,NA,88620083
Civil Engineering 土木,88610539,NA,NA,NA,88627998
Chemistry,88610686,NA,NA,NA,88628133
Mechanical Engineering 機械,88610633,NA,NA,NA,88628088
Mechanical Engineering 機械,88610754,NA,NA,NA,88628195
Civil Engineering 土木,88610800,NA,NA,NA,88628238
Civil Engineering 土木,88610569,NA,NA,NA,88628029
Civil Engineering 土木,88610572,NA,NA,NA,88628031
Electrical Engineering 電機,88602095,NA,NA,NA,88620114
Chemical Engineering 化工,88610658,NA,NA,NA,88628108
Electrical Engineering 電機,88610579,NA,NA,NA,88628041
Chemical Engineering 化工,88610509,NA,NA,NA,88627971
Civil Engineering 土木,88610760,NA,NA,NA,88628200
Civil Engineering 土木,88610506,NA,NA,NA,88627969
Mechanical Engineering 機械,88610637,NA,NA,NA,88628091
Mechanical Engineering 機械,88610811,NA,NA,NA,88628249
Civil Engineering 土木,88602082,NA,NA,NA,88620103
Civil Engineering 土木,88610578,NA,NA,NA,88628040
Mechanical Engineering 機械,88610777,NA,NA,NA,88628217
Hydraulic Engineering,88610729,NA,NA,NA,88628171
Mechanical Engineering 機械,88610744,NA,NA,NA,88628185
Mechanical Engineering 機械,88610478,NA,NA,NA,88627942
Chemical Engineering 化工,88610589,NA,NA,NA,88628049
Civil Engineering 土木,88610758,NA,NA,NA,88628198
Electrochemistry,88610695,NA,NA,NA,88628143
Civil Engineering 土木,88610493,NA,NA,NA,88627956
Mining and Metallurgy,88610708,NA,NA,NA,88628156
Mechanical Engineering 機械,88610540,NA,NA,NA,88627999
Mechanical Engineering 機械,88610492,NA,NA,NA,88627955
Chemical Engineering 化工,88610778,NA,NA,NA,88628218
Civil Engineering 土木,88610463,NA,NA,NA,88627926
Chemical Engineering 化工,88610558,NA,NA,NA,88628018
Chemical Engineering 化工,88610699,NA,NA,NA,88628147
Civil Engineering 土木,88610533,NA,NA,NA,88627992
Chemical Engineering 化工,88610694,NA,NA,NA,88628142
Mechanical Engineering 機械,88610470,NA,NA,NA,88627934
Electrical Engineering 電機,88601182,NA,NA,NA,88619251
Mechanical Engineering 機械,88610544,NA,NA,NA,88628003
Civil Engineering 土木,88610607,NA,NA,NA,88628067
Civil Engineering 土木,88605492,NA,NA,NA,88623294
Civil Engineering 土木,88610765,NA,NA,NA,88628205
Civil Engineering 土木,88601184,NA,NA,NA,88619252
Civil Engineering 土木,88610452,NA,NA,NA,88627916
Civil Engineering 土木,88610656,NA,NA,NA,88628106
Civil Engineering 土木,88610709,NA,NA,NA,88628157
Mechanical Engineering 機械,88603261,NA,NA,NA,88621227
Civil Engineering 土木,88610445,NA,NA,NA,88627910
Civil Engineering 土木,88601180,NA,NA,NA,88619249
Mechanical Engineering 機械,88610762,NA,NA,NA,88628202
Mechanical Engineering 機械,88610576,NA,NA,NA,88628037
