field,person_id,college_id,graduation_year,degree,degree_id
Civil Engineering 土木,88605162,NA,NA,NA,88622993
Hydraulic Engineering,88602585,NA,NA,NA,88620583
Civil Engineering 土木,88605428,NA,NA,NA,88623239
Mechanical Engineering 機械,88608066,NA,NA,NA,88625713
Agricultural Engineering,88608170,NA,NA,NA,88625808
Mechanical Engineering 機械,88605271,NA,NA,NA,88623097
Electrical Engineering 電機,88600817,NA,NA,NA,88618916
Mechanical Engineering 機械,88604979,NA,NA,NA,88622815
Chemical Engineering 化工,88602199,NA,NA,NA,88620210
Civil Engineering 土木,88602367,NA,NA,NA,88620375
Mechanical Engineering 機械,88608105,NA,NA,NA,88625748
Mechanical Engineering 機械,88608206,NA,NA,NA,88625839
Civil Engineering 土木,88605154,NA,NA,NA,88622986
Architecture 建築,88608140,NA,NA,NA,88625780
Civil Engineering 土木,88608121,NA,NA,NA,88625763
Civil Engineering 土木,88604990,NA,NA,NA,88622825
Mechanical Engineering 機械,88602385,NA,NA,NA,88620392
Chemical Engineering 化工,88608114,NA,NA,NA,88625756
Chemical Engineering 化工,88608126,NA,NA,NA,88625767
Military Engineering,88602371,NA,NA,NA,88620380
Military Engineering,88602383,NA,NA,NA,88620390
Civil Engineering 土木,88603838,NA,NA,NA,88621770
Civil Engineering 土木,88608129,NA,NA,NA,88625769
Military Engineering,88601675,NA,NA,NA,88619727
Electrical Engineering 電機,88611368,NA,NA,NA,88628792
Military Engineering,88602575,NA,NA,NA,88620573
Hydraulic Engineering,88602569,NA,NA,NA,88620569
Chemical Engineering 化工,88605264,NA,NA,NA,88623091
Civil Engineering 土木,88611284,NA,NA,NA,88628714
Textile Engineering 紡織,88602954,NA,NA,NA,88620932
Mechanical Engineering 機械,88605362,NA,NA,NA,88623180
Mechanical Engineering 機械,88611793,NA,NA,NA,88629147
Mechanical Engineering 機械,88601344,NA,NA,NA,88619412
Electrical Engineering 電機,88602962,NA,NA,NA,88620939
Electrical Engineering 電機,88611041,NA,NA,NA,88628480
Architecture 建築,88600353,NA,NA,NA,88618490
Military Engineering,88602965,NA,NA,NA,88620943
Civil Engineering 土木,88606216,NA,NA,NA,88623956
Electrical Engineering 電機,88602278,NA,NA,NA,88620289
Chemical Engineering 化工,88602568,NA,NA,NA,88620568
Physics 物理,88604307,NA,NA,NA,88622209
Mechanical Engineering 機械,88605391,NA,NA,NA,88623203
Mechanical Engineering 機械,88603003,NA,NA,NA,88620978
Electrical Engineering 電機,88603582,NA,NA,NA,88621522
Hydraulic Engineering,88610826,NA,NA,NA,88628263
Civil Engineering 土木,88604505,NA,NA,NA,88622384
Military Engineering,88611912,NA,NA,NA,88629204
Chemical Engineering 化工,88602394,NA,NA,NA,88620400
Chemical Engineering 化工,88608262,NA,NA,NA,88625891
Electrical Engineering 電機,88603111,NA,NA,NA,88621081
Aviation,88600228,NA,NA,NA,88618373
Mechanical Engineering 機械,88602390,NA,NA,NA,88620396
Chemistry,88610848,NA,NA,NA,88628286
Naval Engineering,88601684,NA,NA,NA,88619735
Mechanical Engineering 機械,88603110,NA,NA,NA,88621080
Chemical Engineering 化工,88604389,NA,NA,NA,88622284
Civil Engineering 土木,88600032,NA,NA,NA,88618192
Chemical Engineering 化工,88601195,NA,NA,NA,88619263
Civil Engineering 土木,88601192,NA,NA,NA,88619260
Electrical Engineering 電機,88600820,NA,NA,NA,88618919
Mechanical Engineering 機械,88603853,NA,NA,NA,88621786
Chemical Engineering 化工,88601681,NA,NA,NA,88619732
Chemical Engineering 化工,88610945,NA,NA,NA,88628379
Civil Engineering 土木,88600482,NA,NA,NA,88618605
Civil Engineering 土木,88600067,NA,NA,NA,88618223
Civil Engineering 土木,88605802,NA,NA,NA,88623561
Mining and Metallurgy,88605805,NA,NA,NA,88623564
Chemical Engineering 化工,88603854,NA,NA,NA,88621787
Mining and Metallurgy,88602391,NA,NA,NA,88620397
Civil Engineering 土木,88602784,NA,NA,NA,88620771
Mechanical Engineering 機械,88602966,NA,NA,NA,88620944
Mechanical Engineering 機械,88603290,NA,NA,NA,88621256
Electrical Engineering 電機,88600436,NA,NA,NA,88618568
Chemistry,88602234,NA,NA,NA,88620247
Agricultural Chemistry,88600043,NA,NA,NA,88618200
Chemical Engineering 化工,88611831,NA,NA,NA,88629166
Civil Engineering 土木,88611187,NA,NA,NA,88628621
Electrical Engineering 電機,88604320,NA,NA,NA,88622218
Mechanical Engineering 機械,88611163,NA,NA,NA,88628600
Electrochemistry,88602141,NA,NA,NA,88620157
Electrical Engineering 電機,88606827,NA,NA,NA,88624546
Civil Engineering 土木,88611189,NA,NA,NA,88628624
Hydraulic Engineering,88611182,NA,NA,NA,88628617
Chemical Engineering 化工,88602548,NA,NA,NA,88620545
Hydraulic Engineering,88611832,NA,NA,NA,88629167
Electrical Engineering 電機,88611192,NA,NA,NA,88628627
Chemistry,88611176,NA,NA,NA,88628612
Aviation,88611165,NA,NA,NA,88628602
Mechanical Engineering 機械,88611165,NA,NA,NA,88628603
Civil Engineering 土木,88603636,NA,NA,NA,88621577
Military Engineering,88603641,NA,NA,NA,88621583
Civil Engineering 土木,88600152,NA,NA,NA,88618302
Electrical Engineering 電機,88604902,NA,NA,NA,88622743
Mechanical Engineering 機械,88611168,NA,NA,NA,88628606
Civil Engineering 土木,88604671,NA,NA,NA,88622534
Civil Engineering 土木,88603642,NA,NA,NA,88621584
Textile Engineering 紡織,88602715,NA,NA,NA,88620707
Mechanical Engineering 機械,88603126,NA,NA,NA,88621096
Civil Engineering 土木,88603888,NA,NA,NA,88621824
Civil Engineering 土木,88602314,NA,NA,NA,88620324
Civil Engineering 土木,88605249,NA,NA,NA,88623076
Chemical Engineering 化工,88603473,NA,NA,NA,88621423
Communications,88611223,NA,NA,NA,88628661
Mechanical Engineering 機械,88604910,NA,NA,NA,88622749
Chemistry,88600164,NA,NA,NA,88618315
Architecture 建築,88611199,NA,NA,NA,88628636
Naval Engineering,88602211,NA,NA,NA,88620223
Physics 物理,88600618,NA,NA,NA,88618734
Chemistry,88602330,NA,NA,NA,88620339
Electrical Engineering 電機,88603034,NA,NA,NA,88621006
Mechanical Engineering 機械,88602329,NA,NA,NA,88620337
Civil Engineering 土木,88611195,NA,NA,NA,88628631
Mechanical Engineering 機械,88602321,NA,NA,NA,88620331
Aviation,88604676,NA,NA,NA,88622539
Chemistry,88604557,NA,NA,NA,88622431
Chemistry,88601470,NA,NA,NA,88619532
Textile Engineering 紡織,88603032,NA,NA,NA,88621004
Chemical Engineering 化工,88606947,NA,NA,NA,88624665
Mechanical Engineering 機械,88611854,NA,NA,NA,88629176
Chemistry,88601504,NA,NA,NA,88619565
Military Engineering,88611206,NA,NA,NA,88628644
Civil Engineering 土木,88602722,NA,NA,NA,88620714
Hydraulic Engineering,88602556,NA,NA,NA,88620554
Civil Engineering 土木,88602328,NA,NA,NA,88620336
Chemical Engineering 化工,88611218,NA,NA,NA,88628656
Chemistry,88600620,NA,NA,NA,88618737
Electrical Engineering 電機,88601463,NA,NA,NA,88619525
Mechanical Engineering 機械,88604331,NA,NA,NA,88622229
Aviation,88600368,NA,NA,NA,88618505
Civil Engineering 土木,88603030,NA,NA,NA,88621003
Mechanical Engineering 機械,88606980,NA,NA,NA,88624696
Electrical Engineering 電機,88603669,NA,NA,NA,88621609
Chemical Engineering 化工,88611853,NA,NA,NA,88629175
Civil Engineering 土木,88606887,NA,NA,NA,88624603
Chemical Engineering 化工,88602720,NA,NA,NA,88620712
Civil Engineering 土木,88601479,NA,NA,NA,88619540
Aviation,88605405,NA,NA,NA,88623218
Mechanical Engineering 機械,88605405,NA,NA,NA,88623219
Chemical Engineering 化工,88603667,NA,NA,NA,88621607
Civil Engineering 土木,88602553,NA,NA,NA,88620551
Chemical Engineering 化工,88601522,NA,NA,NA,88619582
Civil Engineering 土木,88603653,NA,NA,NA,88621593
Mechanical Engineering 機械,88601472,NA,NA,NA,88619533
Chemical Engineering 化工,88601497,NA,NA,NA,88619558
Civil Engineering 土木,88600369,NA,NA,NA,88618506
Chemical Engineering 化工,88601503,NA,NA,NA,88619564
Architecture 建築,88611846,NA,NA,NA,88629173
Civil Engineering 土木,88606972,NA,NA,NA,88624688
Mechanical Engineering 機械,88601510,NA,NA,NA,88619570
Architecture 建築,88610881,NA,NA,NA,88628316
Architecture 建築,88607045,NA,NA,NA,88624751
Textile Engineering 紡織,88604333,NA,NA,NA,88622231
Mechanical Engineering 機械,88600616,NA,NA,NA,88618732
Textile Engineering 紡織,88603657,NA,NA,NA,88621597
Mechanical Engineering 機械,88606872,NA,NA,NA,88624587
Mechanical Engineering 機械,88602143,NA,NA,NA,88620159
Civil Engineering 土木,88603648,NA,NA,NA,88621589
Aviation,88603039,NA,NA,NA,88621012
Chemistry,88600609,NA,NA,NA,88618727
Civil Engineering 土木,88611211,NA,NA,NA,88628649
Civil Engineering 土木,88606912,NA,NA,NA,88624627
Agricultural Chemistry,88611197,NA,NA,NA,88628634
Civil Engineering 土木,88604326,NA,NA,NA,88622224
Chemical Engineering 化工,88607011,NA,NA,NA,88624723
Agricultural Chemistry,88603049,NA,NA,NA,88621021
Electrical Engineering 電機,88607069,NA,NA,NA,88624774
Mechanical Engineering 機械,88600637,NA,NA,NA,88618752
Civil Engineering 土木,88603048,NA,NA,NA,88621020
Mechanical Engineering 機械,88602724,NA,NA,NA,88620716
Civil Engineering 土木,88606920,NA,NA,NA,88624635
Civil Engineering 土木,88605257,NA,NA,NA,88623084
Electrical Engineering 電機,88611201,NA,NA,NA,88628639
Mechanical Engineering 機械,88606954,NA,NA,NA,88624672
Civil Engineering 土木,88604908,NA,NA,NA,88622747
Civil Engineering 土木,88606906,NA,NA,NA,88624620
Civil Engineering 土木,88604677,NA,NA,NA,88622540
Electrical Engineering 電機,88601498,NA,NA,NA,88619559
Mechanical Engineering 機械,88607028,NA,NA,NA,88624740
Mechanical Engineering 機械,88605254,NA,NA,NA,88623081
Textile Engineering 紡織,88603677,NA,NA,NA,88621616
Mechanical Engineering 機械,88606873,NA,NA,NA,88624588
Mechanical Engineering 機械,88600626,NA,NA,NA,88618742
Civil Engineering 土木,88603678,NA,NA,NA,88621617
Electrical Engineering 電機,88602550,NA,NA,NA,88620548
Civil Engineering 土木,88603029,NA,NA,NA,88621002
Electrical Engineering 電機,88605352,NA,NA,NA,88623171
Architecture 建築,88605959,NA,NA,NA,88623717
Chemical Engineering 化工,88600023,NA,NA,NA,88618183
Mechanical Engineering 機械,88611780,NA,NA,NA,88629142
Electrical Engineering 電機,88611782,NA,NA,NA,88629143
Hydraulic Engineering,88600506,NA,NA,NA,88618628
Chemistry,88603377,NA,NA,NA,88621334
Civil Engineering 土木,88610963,NA,NA,NA,88628398
Mining and Metallurgy,88600488,NA,NA,NA,88618611
Electrical Engineering 電機,88605954,NA,NA,NA,88623712
Mechanical Engineering 機械,88602128,NA,NA,NA,88620144
Mechanical Engineering 機械,88603358,NA,NA,NA,88621318
Mechanical Engineering 機械,88601298,NA,NA,NA,88619365
Architecture 建築,88605984,NA,NA,NA,88623740
Mining and Metallurgy,88600487,NA,NA,NA,88618610
Mechanical Engineering 機械,88610955,NA,NA,NA,88628389
Mining and Metallurgy,88610956,NA,NA,NA,88628390
Mechanical Engineering 機械,88600497,NA,NA,NA,88618618
Mechanical Engineering 機械,88604269,NA,NA,NA,88622174
Mechanical Engineering 機械,88604266,NA,NA,NA,88622170
Chemical Engineering 化工,88610960,NA,NA,NA,88628394
Agricultural Engineering,88605977,NA,NA,NA,88623734
Civil Engineering 土木,88601302,NA,NA,NA,88619369
Mechanical Engineering 機械,88603364,NA,NA,NA,88621324
Electrical Engineering 電機,88602922,NA,NA,NA,88620901
Electrical Engineering 電機,88600072,NA,NA,NA,88618228
Civil Engineering 土木,88606018,NA,NA,NA,88623773
Chemical Engineering 化工,88600502,NA,NA,NA,88618623
Electrical Engineering 電機,88603360,NA,NA,NA,88621320
Architecture 建築,88605899,NA,NA,NA,88623658
Civil Engineering 土木,88600499,NA,NA,NA,88618620
Mechanical Engineering 機械,88610953,NA,NA,NA,88628387
Mining and Metallurgy,88602664,NA,NA,NA,88620658
Military Engineering,88603357,NA,NA,NA,88621317
Electrical Engineering 電機,88603355,NA,NA,NA,88621314
Hydraulic Engineering,88605859,NA,NA,NA,88623619
Mechanical Engineering 機械,88604729,NA,NA,NA,88622586
Civil Engineering 土木,88605865,NA,NA,NA,88623625
Mechanical Engineering 機械,88605845,NA,NA,NA,88623606
Civil Engineering 土木,88605844,NA,NA,NA,88623605
Ceramics,88602262,NA,NA,NA,88620273
Civil Engineering 土木,88605942,NA,NA,NA,88623701
Civil Engineering 土木,88603370,NA,NA,NA,88621329
Civil Engineering 土木,88600076,NA,NA,NA,88618231
Mechanical Engineering 機械,88601312,NA,NA,NA,88619378
Chemical Engineering 化工,88606004,NA,NA,NA,88623759
Civil Engineering 土木,88605969,NA,NA,NA,88623726
Civil Engineering 土木,88605846,NA,NA,NA,88623607
Electrical Engineering 電機,88600493,NA,NA,NA,88618615
Chemical Engineering 化工,88600491,NA,NA,NA,88618613
Civil Engineering 土木,88605866,NA,NA,NA,88623626
Electrical Engineering 電機,88610970,NA,NA,NA,88628406
Military Engineering,88610969,NA,NA,NA,88628405
Textile Engineering 紡織,88606024,NA,NA,NA,88623779
Civil Engineering 土木,88602263,NA,NA,NA,88620274
Civil Engineering 土木,88606037,NA,NA,NA,88623789
Mechanical Engineering 機械,88602501,NA,NA,NA,88620501
Civil Engineering 土木,88606040,NA,NA,NA,88623791
Architecture 建築,88602923,NA,NA,NA,88620902
Civil Engineering 土木,88603383,NA,NA,NA,88621340
Civil Engineering 土木,88606063,NA,NA,NA,88623814
Architecture 建築,88606061,NA,NA,NA,88623812
Chemical Engineering 化工,88600196,NA,NA,NA,88618344
Chemical Engineering 化工,88611308,NA,NA,NA,88628738
Chemical Engineering 化工,88605151,NA,NA,NA,88622983
Civil Engineering 土木,88611314,NA,NA,NA,88628745
Architecture 建築,88603772,NA,NA,NA,88621709
Hydraulic Engineering,88611317,NA,NA,NA,88628748
Civil Engineering 土木,88603746,NA,NA,NA,88621684
Civil Engineering 土木,88605150,NA,NA,NA,88622982
Chemistry,88611298,NA,NA,NA,88628727
Architecture 建築,88603751,NA,NA,NA,88621689
Civil Engineering 土木,88603765,NA,NA,NA,88621702
Architecture 建築,88611303,NA,NA,NA,88628732
Military Engineering,88603079,NA,NA,NA,88621049
Chemistry,88604504,NA,NA,NA,88622383
Hydraulic Engineering,88603752,NA,NA,NA,88621690
Chemical Engineering 化工,88603771,NA,NA,NA,88621707
Chemical Engineering 化工,88607869,NA,NA,NA,88625530
Mechanical Engineering 機械,88611306,NA,NA,NA,88628736
Civil Engineering 土木,88605148,NA,NA,NA,88622980
Civil Engineering 土木,88607883,NA,NA,NA,88625543
Electrical Engineering 電機,88607877,NA,NA,NA,88625537
Civil Engineering 土木,88607881,NA,NA,NA,88625541
Civil Engineering 土木,88607885,NA,NA,NA,88625545
Electrical Engineering 電機,88611316,NA,NA,NA,88628747
Civil Engineering 土木,88611307,NA,NA,NA,88628737
Electrical Engineering 電機,88600770,NA,NA,NA,88618873
Civil Engineering 土木,88611295,NA,NA,NA,88628725
Communications,88611297,NA,NA,NA,88628726
Textile Engineering 紡織,88611749,NA,NA,NA,88629131
Civil Engineering 土木,88610902,NA,NA,NA,88628337
Military Engineering,88602879,NA,NA,NA,88620862
Mechanical Engineering 機械,88602200,NA,NA,NA,88620211
Mechanical Engineering 機械,88605548,NA,NA,NA,88623342
Mechanical Engineering 機械,88602488,NA,NA,NA,88620488
Chemistry,88602487,NA,NA,NA,88620487
Civil Engineering 土木,88611745,NA,NA,NA,88629128
Military Engineering,88601212,NA,NA,NA,88619281
Civil Engineering 土木,88602486,NA,NA,NA,88620485
Civil Engineering 土木,88601207,NA,NA,NA,88619274
Mechanical Engineering 機械,88605562,NA,NA,NA,88623355
Civil Engineering 土木,88610896,NA,NA,NA,88628331
Mechanical Engineering 機械,88600048,NA,NA,NA,88618205
Chemical Engineering 化工,88605545,NA,NA,NA,88623338
Textile Engineering 紡織,88602235,NA,NA,NA,88620248
Civil Engineering 土木,88601213,NA,NA,NA,88619282
Electrical Engineering 電機,88601218,NA,NA,NA,88619287
Electrical Engineering 電機,88601223,NA,NA,NA,88619293
Military Engineering,88611746,NA,NA,NA,88629129
Mechanical Engineering 機械,88610898,NA,NA,NA,88628333
Civil Engineering 土木,88603298,NA,NA,NA,88621264
Military Engineering,88610908,NA,NA,NA,88628344
Military Engineering,88602649,NA,NA,NA,88620645
Chemical Engineering 化工,88601228,NA,NA,NA,88619298
Chemical Engineering 化工,88600053,NA,NA,NA,88618209
Mechanical Engineering 機械,88601232,NA,NA,NA,88619304
Chemical Engineering 化工,88601231,NA,NA,NA,88619302
Mechanical Engineering 機械,88602651,NA,NA,NA,88620647
Civil Engineering 土木,88602884,NA,NA,NA,88620867
Civil Engineering 土木,88610906,NA,NA,NA,88628341
Electrical Engineering 電機,88603299,NA,NA,NA,88621265
Chemical Engineering 化工,88600051,NA,NA,NA,88618207
Civil Engineering 土木,88603300,NA,NA,NA,88621266
Civil Engineering 土木,88605580,NA,NA,NA,88623373
Civil Engineering 土木,88604947,NA,NA,NA,88622782
Mining and Metallurgy,88603732,NA,NA,NA,88621674
Civil Engineering 土木,88603733,NA,NA,NA,88621675
Hydraulic Engineering,88600374,NA,NA,NA,88618510
Civil Engineering 土木,88600190,NA,NA,NA,88618338
Mechanical Engineering 機械,88603731,NA,NA,NA,88621673
Naval Engineering,88604683,NA,NA,NA,88622546
Civil Engineering 土木,88603773,NA,NA,NA,88621710
Civil Engineering 土木,88602516,NA,NA,NA,88620514
Chemistry,88603474,NA,NA,NA,88621424
Textile Engineering 紡織,88604282,NA,NA,NA,88622185
Agricultural Chemistry,88611038,NA,NA,NA,88628476
Civil Engineering 土木,88611037,NA,NA,NA,88628475
Chemistry,88600101,NA,NA,NA,88618254
Civil Engineering 土木,88606199,NA,NA,NA,88623939
Electrical Engineering 電機,88602960,NA,NA,NA,88620938
Civil Engineering 土木,88606213,NA,NA,NA,88623953
Electrical Engineering 電機,88602203,NA,NA,NA,88620214
Architecture 建築,88606208,NA,NA,NA,88623948
Textile Engineering 紡織,88602517,NA,NA,NA,88620515
Chemistry,88601523,NA,NA,NA,88619583
Mechanical Engineering 機械,88602559,NA,NA,NA,88620558
Mechanical Engineering 機械,88604929,NA,NA,NA,88622765
Mechanical Engineering 機械,88603681,NA,NA,NA,88621620
Chemical Engineering 化工,88611863,NA,NA,NA,88629179
Mechanical Engineering 機械,88605258,NA,NA,NA,88623085
Military Engineering,88603681,NA,NA,NA,88621621
Mechanical Engineering 機械,88601242,NA,NA,NA,88619312
Civil Engineering 土木,88605627,NA,NA,NA,88623413
Electrical Engineering 電機,88601244,NA,NA,NA,88619314
Civil Engineering 土木,88611047,NA,NA,NA,88628485
Mechanical Engineering 機械,88611594,NA,NA,NA,88628991
Chemistry,88604104,NA,NA,NA,88622021
Electrical Engineering 電機,88611596,NA,NA,NA,88628993
Mechanical Engineering 機械,88611524,NA,NA,NA,88628924
Electrical Engineering 電機,88605037,NA,NA,NA,88622872
Architecture 建築,88606224,NA,NA,NA,88623962
Civil Engineering 土木,88601238,NA,NA,NA,88619309
Mechanical Engineering 機械,88602431,NA,NA,NA,88620434
Mechanical Engineering 機械,88600945,NA,NA,NA,88619037
Chemical Engineering 化工,88611533,NA,NA,NA,88628932
Electrical Engineering 電機,88600944,NA,NA,NA,88619036
Physics 物理,88611529,NA,NA,NA,88628929
Civil Engineering 土木,88609323,NA,NA,NA,88626854
Civil Engineering 土木,88609376,NA,NA,NA,88626902
Chemical Engineering 化工,88611526,NA,NA,NA,88628926
Electrical Engineering 電機,88609393,NA,NA,NA,88626917
Chemical Engineering 化工,88611528,NA,NA,NA,88628928
Chemistry,88603194,NA,NA,NA,88621161
Mining and Metallurgy,88602173,NA,NA,NA,88620187
Civil Engineering 土木,88605461,NA,NA,NA,88623266
Mechanical Engineering 機械,88609364,NA,NA,NA,88626890
Mechanical Engineering 機械,88609390,NA,NA,NA,88626914
Mechanical Engineering 機械,88609365,NA,NA,NA,88626891
Civil Engineering 土木,88609357,NA,NA,NA,88626883
Mechanical Engineering 機械,88609360,NA,NA,NA,88626886
Chemistry,88604337,NA,NA,NA,88622235
Military Engineering,88605409,NA,NA,NA,88623223
Hydraulic Engineering,88600651,NA,NA,NA,88618762
Civil Engineering 土木,88600675,NA,NA,NA,88618785
Agricultural Chemistry,88600681,NA,NA,NA,88618791
Naval Engineering,88600656,NA,NA,NA,88618768
Mining and Metallurgy,88600716,NA,NA,NA,88618826
Agricultural Chemistry,88600690,NA,NA,NA,88618800
Hydraulic Engineering,88607395,NA,NA,NA,88625088
Mining and Metallurgy,88600694,NA,NA,NA,88618804
Mechanical Engineering 機械,88607414,NA,NA,NA,88625104
Civil Engineering 土木,88602149,NA,NA,NA,88620165
Mining and Metallurgy,88607203,NA,NA,NA,88624895
Mining and Metallurgy,88601557,NA,NA,NA,88619616
Mechanical Engineering 機械,88611872,NA,NA,NA,88629185
Mechanical Engineering 機械,88607354,NA,NA,NA,88625044
Mechanical Engineering 機械,88607441,NA,NA,NA,88625129
Architecture 建築,88607244,NA,NA,NA,88624936
Mining and Metallurgy,88607099,NA,NA,NA,88624801
Mechanical Engineering 機械,88601541,NA,NA,NA,88619601
Mining and Metallurgy,88602147,NA,NA,NA,88620163
Civil Engineering 土木,88600655,NA,NA,NA,88618766
Chemistry,88607150,NA,NA,NA,88624852
Civil Engineering 土木,88600727,NA,NA,NA,88618835
Civil Engineering 土木,88602731,NA,NA,NA,88620723
Chemistry,88607453,NA,NA,NA,88625141
Agricultural Engineering,88607413,NA,NA,NA,88625103
Mechanical Engineering 機械,88607452,NA,NA,NA,88625140
Chemical Engineering 化工,88600661,NA,NA,NA,88618771
Civil Engineering 土木,88607121,NA,NA,NA,88624825
Mechanical Engineering 機械,88600710,NA,NA,NA,88618820
Civil Engineering 土木,88607315,NA,NA,NA,88625008
Electrochemistry,88607499,NA,NA,NA,88625182
Civil Engineering 土木,88607427,NA,NA,NA,88625116
Mining and Metallurgy,88600669,NA,NA,NA,88618780
Textile Engineering 紡織,88607404,NA,NA,NA,88625096
Mechanical Engineering 機械,88607212,NA,NA,NA,88624902
Chemistry,88607560,NA,NA,NA,88625238
Architecture 建築,88607108,NA,NA,NA,88624810
Civil Engineering 土木,88607186,NA,NA,NA,88624882
Mechanical Engineering 機械,88607378,NA,NA,NA,88625070
Agricultural Engineering,88607317,NA,NA,NA,88625009
Chemical Engineering 化工,88611871,NA,NA,NA,88629184
Chemical Engineering 化工,88607175,NA,NA,NA,88624873
Mining and Metallurgy,88602151,NA,NA,NA,88620167
Architecture 建築,88607166,NA,NA,NA,88624867
Textile Engineering 紡織,88600692,NA,NA,NA,88618802
Mechanical Engineering 機械,88607338,NA,NA,NA,88625029
Agricultural Engineering,88607343,NA,NA,NA,88625035
Mechanical Engineering 機械,88607340,NA,NA,NA,88625031
Civil Engineering 土木,88611241,NA,NA,NA,88628675
Agricultural Engineering,88607322,NA,NA,NA,88625014
Civil Engineering 土木,88607429,NA,NA,NA,88625118
Electrical Engineering 電機,88607228,NA,NA,NA,88624920
Electrical Engineering 電機,88607471,NA,NA,NA,88625158
Chemistry,88607418,NA,NA,NA,88625108
Chemical Engineering 化工,88607567,NA,NA,NA,88625245
Mechanical Engineering 機械,88600715,NA,NA,NA,88618825
Civil Engineering 土木,88607184,NA,NA,NA,88624881
Civil Engineering 土木,88607554,NA,NA,NA,88625232
Civil Engineering 土木,88607127,NA,NA,NA,88624830
Civil Engineering 土木,88607474,NA,NA,NA,88625162
Civil Engineering 土木,88607327,NA,NA,NA,88625019
Electrical Engineering 電機,88600719,NA,NA,NA,88618829
Civil Engineering 土木,88600667,NA,NA,NA,88618778
Civil Engineering 土木,88607416,NA,NA,NA,88625106
Civil Engineering 土木,88600730,NA,NA,NA,88618838
Mechanical Engineering 機械,88607211,NA,NA,NA,88624901
Architecture 建築,88607219,NA,NA,NA,88624910
Mechanical Engineering 機械,88607122,NA,NA,NA,88624826
Chemistry,88607457,NA,NA,NA,88625145
Civil Engineering 土木,88607162,NA,NA,NA,88624864
Mechanical Engineering 機械,88607091,NA,NA,NA,88624794
Mechanical Engineering 機械,88607324,NA,NA,NA,88625016
Mechanical Engineering 機械,88607256,NA,NA,NA,88624948
Mining and Metallurgy,88607100,NA,NA,NA,88624802
Civil Engineering 土木,88607409,NA,NA,NA,88625100
Electrical Engineering 電機,88607365,NA,NA,NA,88625057
Mechanical Engineering 機械,88610871,NA,NA,NA,88628308
Chemical Engineering 化工,88601322,NA,NA,NA,88619388
Architecture 建築,88610976,NA,NA,NA,88628411
Chemical Engineering 化工,88604271,NA,NA,NA,88622176
Chemical Engineering 化工,88603386,NA,NA,NA,88621343
Textile Engineering 紡織,88603411,NA,NA,NA,88621365
Mechanical Engineering 機械,88610980,NA,NA,NA,88628415
Civil Engineering 土木,88603392,NA,NA,NA,88621349
Chemistry,88603404,NA,NA,NA,88621358
Electrical Engineering 電機,88603399,NA,NA,NA,88621355
Civil Engineering 土木,88602503,NA,NA,NA,88620502
Mining and Metallurgy,88600514,NA,NA,NA,88618636
Chemical Engineering 化工,88602676,NA,NA,NA,88620669
Civil Engineering 土木,88602266,NA,NA,NA,88620276
Mechanical Engineering 機械,88603390,NA,NA,NA,88621347
Chemical Engineering 化工,88606083,NA,NA,NA,88623833
Agricultural Chemistry,88606110,NA,NA,NA,88623858
Electrical Engineering 電機,88602939,NA,NA,NA,88620918
Mechanical Engineering 機械,88606091,NA,NA,NA,88623840
Chemical Engineering 化工,88610984,NA,NA,NA,88628419
Ceramics,88604274,NA,NA,NA,88622179
Textile Engineering 紡織,88604273,NA,NA,NA,88622178
Chemical Engineering 化工,88606081,NA,NA,NA,88623831
Civil Engineering 土木,88606109,NA,NA,NA,88623857
Civil Engineering 土木,88603400,NA,NA,NA,88621356
Mechanical Engineering 機械,88603389,NA,NA,NA,88621346
Mechanical Engineering 機械,88603413,NA,NA,NA,88621367
Military Engineering,88602928,NA,NA,NA,88620907
Architecture 建築,88611785,NA,NA,NA,88629144
Electrical Engineering 電機,88611568,NA,NA,NA,88628967
Mechanical Engineering 機械,88604703,NA,NA,NA,88622564
Mechanical Engineering 機械,88611570,NA,NA,NA,88628969
Electrical Engineering 電機,88611565,NA,NA,NA,88628964
Mechanical Engineering 機械,88611573,NA,NA,NA,88628973
Mechanical Engineering 機械,88611566,NA,NA,NA,88628965
Civil Engineering 土木,88611571,NA,NA,NA,88628970
Textile Engineering 紡織,88611794,NA,NA,NA,88629148
Textile Engineering 紡織,88600345,NA,NA,NA,88618481
Mining and Metallurgy,88604827,NA,NA,NA,88622675
Civil Engineering 土木,88604826,NA,NA,NA,88622674
Hydraulic Engineering,88602509,NA,NA,NA,88620508
Chemical Engineering 化工,88611277,NA,NA,NA,88628708
Electrical Engineering 電機,88611751,NA,NA,NA,88629132
Mechanical Engineering 機械,88611022,NA,NA,NA,88628460
Architecture 建築,88601691,NA,NA,NA,88619742
Mining and Metallurgy,88604284,NA,NA,NA,88622187
Civil Engineering 土木,88605395,NA,NA,NA,88623207
Textile Engineering 紡織,88603013,NA,NA,NA,88620987
Architecture 建築,88603010,NA,NA,NA,88620985
Civil Engineering 土木,88602711,NA,NA,NA,88620703
Civil Engineering 土木,88604783,NA,NA,NA,88622634
Architecture 建築,88606215,NA,NA,NA,88623955
Electrical Engineering 電機,88600480,NA,NA,NA,88618603
Civil Engineering 土木,88605798,NA,NA,NA,88623558
Military Engineering,88610910,NA,NA,NA,88628347
Hydraulic Engineering,88611012,NA,NA,NA,88628449
