employer_id,employer_name,location_id,parent_id,parent_name
25941,無線電報話管理處,NA,NA,NA
25945,航空委會,NA,NA,NA
25949,杭州國立工業專校,999,NA,NA
25951,大中華煉染整理公司,NA,NA,NA
25953,大美絲織廠,NA,NA,NA
25955,大中華賽璐珞廠,NA,NA,NA
25958,中國工商誼記橡膠廠,NA,NA,NA
25960,光華化學工業社,NA,NA,NA
25962,民營化學工業社,NA,NA,NA
26003,蘇州電氣公司,1315,NA,NA
26006,南京蘇州電氣公司,90,NA,NA
26015,安徽實業廳,60,NA,NA
26017,安徽第二師範,60,NA,NA
26019,廣東梅州中學,26020,NA,NA
26026,淮南礦路公司,3669,NA,NA
26028,貴州企業公司梵凈金礦,26029,NA,NA
26031,基江鐵礦,26032,NA,NA
26044,蘭谿實驗縣政府,1076,NA,NA
26066,太原西北化學工廠,726,NA,NA
26082,周囊鐵路,NA,NA,NA
26085,無錫商埠局,1664,NA,NA
26087,無錫水利工程局,1664,NA,NA
26089,太倉建設局,2641,NA,NA
26094,山東民政廳,77,NA,NA
26118,滇黔桂區經濟調查隊,NA,NA,NA
26152,陝北石油探勘處,78,NA,NA
26189,成都大學,607,NA,NA
26200,廣西工程講習所,73,NA,NA
26204,平梧公路局,NA,NA,NA
26210,趙各莊開灤煤礦,8713,NA,NA
26212,河北馬家溝井工,8709,NA,NA
26218,鎮江大照電氣公司,1618,NA,NA
26229,Birmingham Steel Bridge Co,3552,NA,NA
26253,浙江餘杭縣商會,62,NA,NA
26259,西北實業公司農工器具廠,NA,NA,NA
26266,山海關橋樑廠,8312,NA,NA
26269,徐州機廠,4492,NA,NA
26285,陝北油礦探勘處 (陝北油鑛探勘處),NA,NA,NA
26302,亞洲機器製造廠,NA,NA,NA
26325,六河溝航空署,12726,NA,NA
26330,北京女子師範學校,410,NA,NA
26332,六河溝鍊鐵廠,NA,NA,NA
26334,黑龍江財政廳,65,NA,NA
26336,遼寧本溪湖煤礦公司,64,NA,NA
26338,遼寧礦務局,64,NA,NA
26368,審計部河南審計處,66,NA,NA
26383,航空學校,NA,NA,NA
26392,上海天廚澱粉廠,877,NA,NA
26435,太湖水利委員會,26378,NA,NA
26439,建設委員會灌溉管理局,NA,NA,NA
26443,同濟大學工廠,NA,NA,NA
26445,青島電氣公司,2331,NA,NA
26453,日本東京筱原電鍍電鑄工廠,604,NA,NA
26455,遼寧本溪湖煤鐵公司,64,NA,NA
26457,哈爾濱電話總局,13060,NA,NA
26460,北平電話總局,410,NA,NA
26477,海門中學,1189,NA,NA
26498,N. J. (New Jersey) 處,226,NA,NA
26500,Pennsylvania 處,135,NA,NA
26502,California 處,130,NA,NA
26504,浙江高等學堂,62,NA,NA
26508,北平冀北金礦公司,410,NA,NA
26519,江蘇江南水利工程處,71,NA,NA
26528,礦立中學,NA,NA,NA
26530,豐潤中學,2884,NA,NA
26537,湖北武英公路工程處,68,NA,NA
26550,漳州工務局,4561,NA,NA
26554,龍岩公路局,26555,NA,NA
26558,龍漳工務處,NA,NA,NA
26561,廈門市政府,886,NA,NA
26567,漳州水利處,4561,NA,NA
26573,香港工務局,1072,NA,NA
26579,京綏鐵路機務處,NA,NA,NA
26605,南京地政局,90,NA,NA
26615,揚子江技術委員會,NA,NA,NA
26620,湖南湘陰揚子江測量處,5273,NA,NA
26628,川康农田水利贷款委员会天星堰工程處,26629,NA,NA
26657,省立茶葉專門學校,NA,NA,NA
26675,Ford Auto. Co.,1387,NA,NA
26688,漢中漢寧公路,26690,NA,NA
26689,中華工業化學研究所,877,NA,NA
26692,安徽省立高級工業職業學校,60,NA,NA
26708,上海鍊鋼廠,877,NA,NA
26718,上海光中染織廠,877,NA,NA
26724,江蘇徐州公路處,4492,NA,NA
26726,河南公路局,66,NA,NA
26733,山東濟華北農村建設協會,77,NA,NA
26742,Columbus Margarine Co.,26743,NA,NA
26746,上海市衞生試驗所,877,NA,NA
26753,南京工商部,90,NA,NA
26758,北平農學院,410,NA,NA
26781,九江強中機器製造廠,3265,NA,NA
26812,堵築永定河決口工程處,13948,NA,NA
26836,交通研究所,NA,NA,NA
26844,江蘇鹽城行政督察專員公署,496,NA,NA
26860,探煤工程段,NA,NA,NA
26867,錦西煤礦,10648,NA,NA
26878,冀北金礦,63,NA,NA
26896,萍鄉高坑煤礦局,388,NA,NA
26904,河北中和煤礦公司,63,NA,NA
26937,吉同鐵路局,72,NA,NA
26941,遠東建築公司,2596,NA,NA
26961,山西懷仁礦,25625,NA,NA
26966,安源煤礦,26967,NA,NA
26969,陽泉保晉礦務局第二礦廠,746,NA,NA
26982,山西陽泉保晉總公司,746,NA,NA
26984,育才鍊油廠煤礦部,NA,NA,NA
26989,大同保晉公司,743,NA,NA
26994,口泉煤廠,26998,NA,NA
27009,上海懋利公司,877,NA,NA
27015,山東清平縣政府,26683,NA,NA
27031,湖南鍊船廠,67,NA,NA
27032,American Radiator Co.,1387,NA,NA
27036,上海愼昌洋行,877,NA,NA
27049,Konsolidierte Alkali Work,121,NA,NA
27055,浙江嵊杉長途汽車公司,1259,NA,NA
27061,杭州公安局,999,NA,NA
27063,美國無線電合組公司,1387,NA,NA
27066,Tel. & Telegraph Co.,1387,NA,NA
27067,錫滬長途汽車公司,NA,NA,NA
27092,北平香山慈幼學院,410,NA,NA
27124,柳州西南公路,11289,NA,NA
27128,京滬公路,410,NA,NA
27130,山東禹城縣,27131,NA,NA
27150,比國亞拿爾鋼廠,2753,NA,NA
27154,耀華機器廠,2801,NA,NA
27156,山東汽車路管理局,77,NA,NA
27168,長沙聯合大學,590,NA,NA
27177,東三省航空處,NA,NA,NA
27186,三四方面軍團汽車大隊工廠,NA,NA,NA
27201,太原并州中學,726,NA,NA
27205,廿一軍航空司令部,NA,NA,NA
27211,成渝路修車廠,607,NA,NA
27217,廿一軍戰車大隊,NA,NA,NA
27251,上海李錦沛建築事務所,877,NA,NA
27253,南京新中建築公司,90,NA,NA
27255,孝康建築事務所,NA,NA,NA
27271,河北第三師範,63,NA,NA
27273,遼寧第二工科學校,64,NA,NA
27286,河北博野四存中學,63,NA,NA
27304,建設銀公司,NA,NA,NA
27322,張店等機務段,NA,NA,NA
27352,興達汽車公司,NA,NA,NA
27366,上海新學會社,877,NA,NA
27368,浙江浦江興亞中學,5335,NA,NA
27370,兩浙定海場,2146,NA,NA
27372,安徽宣城農墾,27373,NA,NA
27375,奉化商業學校,2625,NA,NA
27381,"U.S. Nitro Plant ""C""",NA,NA,NA
27393,湖南育才中學,67,NA,NA
27405,北平農礦部,410,NA,NA
27408,穆稜煤礦公司鐵路科,NA,NA,NA
27456,北平市立高級職業學校,410,NA,NA
27479,Worthington Corporation (Worthington Co.),1387,NA,NA
27484,南京社會局,90,NA,NA
27513,Gilford Motor Co. 廠,27510,NA,NA
27515,Gardener & Sons 廠,25218,NA,NA
27517,浙江公路局機務股,62,NA,NA
27522,錫滬太汽車修理廠,NA,NA,NA
27578,平遙縣立初級中學,1359,NA,NA
27596,山西平陸清查財政委員及勸學所,16085,NA,NA
27598,懷仁縣政府實業,25625,NA,NA
27600,方山縣政府實業,27601,NA,NA
27603,陽城縣政府實業,12361,NA,NA
27615,山東章邱縣政府,10399,NA,NA
27648,秦皇島柳江煤礦鐵路公司,2801,NA,NA
27691,山西雍裕紡織公司,76,NA,NA
27719,法國博柔汽車,NA,NA,NA
27721,莫特車廠,NA,NA,NA
27723,天津長城工廠,427,NA,NA
27726,河北省立工業職業學校,63,NA,NA
27731,南京五州中學,90,NA,NA
27733,南京陸軍軍官學校,90,NA,NA
27772,四川交通部鐵道學校,1270,NA,NA
27777,四川農業專校,1434,NA,NA
27779,成都川南馬路總局,607,NA,NA
27782,川黔公路,1270,NA,NA
27797,太原晉生織染工廠,726,NA,NA
27801,日本鐵道省大井工廠機關車客貨車製造廠,258,NA,NA
27803,吉林工業學校,72,NA,NA
27805,山西省立第二師範學校,76,NA,NA
27807,太原市政設計委員會,726,NA,NA
27809,太原友仁中學校,726,NA,NA
27811,山西省立運城中學,27813,NA,NA
27836,山西省路南三段,76,NA,NA
27849,天津通成公司,427,NA,NA
27867,鞏縣兵工新廠電廠,1002,NA,NA
27869,南京電廠,90,NA,NA
27880,南京電信機件修造廠,90,NA,NA
27883,Swan Hunter Co.,125,NA,NA
27895,上海三星棉鐵廠,877,NA,NA
27909,南昌中央飛機製造廠,522,NA,NA
27917,比京魯塞麥里斯化學廠,2753,NA,NA
27926,浙江鐵路,62,NA,NA
27930,上海滬閩南柘長途汽車公司,877,NA,NA
27934,吉林穆稜煤礦公司,72,NA,NA
27939,吉林第一礦廠,72,NA,NA
27945,獲澤中學,27946,NA,NA
27948,山西晉城縣建設局,13681,NA,NA
27950,山西沁源銅川初級中學,27951,NA,NA
27971,江西教育廳,70,NA,NA
27973,江西工業試驗所,70,NA,NA
27978,南昌心遠中學,522,NA,NA
27990,重慶鍊鋼廠,1270,NA,NA
28003,鄭州大陸銀行,2496,NA,NA
28014,上海公共租界工部局,877,NA,NA
28016,漢口亞細亞火油公司,2380,NA,NA
28030,濟南成通紡織公司,1177,NA,NA
28046,南京工業專校,90,NA,NA
28047,晉城縣第三高級小學,13681,NA,NA
28052,青城十年建設設計委員會,86,NA,NA
28057,綏遠包頭屯墾辦事處,6003,NA,NA
28072,太原壬申各廠料品審核處,726,NA,NA
28084,焦作福中公司,3074,NA,NA
28089,焦作礦務研究會,3074,NA,NA
28094,河南汲輝鉛礦廠,66,NA,NA
28098,淇縣興豫煤礦公司,28099,NA,NA
28103,陝西鎮安鐵礦官廠,28106,NA,NA
28105,上海基泰公司,877,NA,NA
28116,陝西化驗所,78,NA,NA
28136,山西三晉中學,76,NA,NA
28148,開封普臨電燈公司,717,NA,NA
28150,南昌水電廠,522,NA,NA
28166,江北運河工程處,71,NA,NA
28183,山西育才廠,76,NA,NA
28188,福建泉州市政局,6394,NA,NA
28190,安溪縣道局,10975,NA,NA
28199,日本富士製紙株式會社第五工場,258,NA,NA
28201,日本東京皮革株式會社製澁工場,604,NA,NA
28203,山西普晉鉛銀礦務公司,76,NA,NA
28205,山西省長公署,76,NA,NA
28208,山西工業試驗所,76,NA,NA
28210,太原斌業專門學校,726,NA,NA
28213,太原晉恆製紙工廠,726,NA,NA
28215,山西實業處,76,NA,NA
28221,江蘇南通中學,562,NA,NA
28223,新安官礦專局,10928,NA,NA
28228,奉天迫擊礮廠,64,NA,NA
28230,漢口其來洋行,2380,NA,NA
28243,山東滕縣縣政府,14834,NA,NA
28278,中山縣工務局,1993,NA,NA
28281,廣東東路,74,NA,NA
28283,汕頭市政廳,2383,NA,NA
28295,海門大生第三紡織公司,1189,NA,NA
28313,天津特別二區公署,427,NA,NA
28319,北寧鐵路塘沽工務段,NA,NA,NA
28321,奉天工業學校,64,NA,NA
28323,北平大陸煤鐵公司,410,NA,NA
28327,天津耀華中學,427,NA,NA
28328,浙贛鐵路杭南工務段,NA,NA,NA
28340,湖北華洋,68,NA,NA
28343,漢口第三特區管理局,2380,NA,NA
28345,韶贛國道,NA,NA,NA
28349,廣東全省公路處,74,NA,NA
28360,Legislative Yuan 立法院,90,NA,NA
28363,廣州德士古火油公司,350,NA,NA
28370,香港電報局,1072,NA,NA
28377,The National Steel Co.,NA,NA,NA
28385,北平印刷局,410,NA,NA
28417,太原保晉鐵廠,726,NA,NA
28426,上海永新造船廠,877,NA,NA
28428,Jebsen & Co. Ltd. (捷成洋行),NA,NA,NA
28444,江蘇省立第一農業學校,71,NA,NA
28446,江蘇省立第三農業學校,71,NA,NA
28448,上海東華大學,877,NA,NA
28451,法政學院,877,NA,NA
28490,軍事交通技術學校,NA,NA,NA
28493,安慶電廠,1910,NA,NA
28495,上海亞光製造公司,877,NA,NA
28534,安南堤岸穗城學校,NA,NA,NA
28536,廣東省立廣州農工職業學校,350,NA,NA
28567,山東優等師範學校,77,NA,NA
28569,北京高師,410,NA,NA
28572,鹽務署化驗處,NA,NA,NA
28581,南京宏業磚瓦公司,90,NA,NA
28585,導准委員會,NA,NA,NA
28594,浙江高工職校,62,NA,NA
28601,河北省公署,63,NA,NA
28608,蘇州工業專門學校,1315,NA,NA
28610,無錫縣立乙種工業學校,1664,NA,NA
28612,蘇州延齡織廠,1315,NA,NA
28630,通州中學,NA,NA,NA
28634,上海中學,877,NA,NA
28641,成都公立工業專校,607,NA,NA
28643,重慶甲種工業學校,1270,NA,NA
28645,重慶聯合縣立中學,1270,NA,NA
28647,宜昌市政府,3560,NA,NA
28649,萬縣市政府,1350,NA,NA
28657,湖北省立第三中學,68,NA,NA
28672,河南宏豫鐵礦公司,66,NA,NA
28674,上海新和興鋼鐵廠,877,NA,NA
28689,海軍馬尾造船所,NA,NA,NA
28697,福建南平銅礦公司,10743,NA,NA
28699,廣西富賀錫礦,73,NA,NA
28710,湖南桂陽省立初級染織陶瓷職業學校,527,NA,NA
28724,泰安中學,6673,NA,NA
28726,泰安第一礦務局,6673,NA,NA
28733,廣東兵工總廠,74,NA,NA
28736,上海光明電器廠,877,NA,NA
28738,海鹽電話公司,NA,NA,NA
28740,廣州長波無線電台,350,NA,NA
28768,開封同城公司,717,NA,NA
28818,Academia Sinicia 南京中央研究院,90,NA,NA
28822,美國柯州虎城御虎礦公司,NA,NA,NA
28832,Northwest Steel Mill 太原西北煉鋼廠,726,NA,NA
28839,太原山西全省汽車路管理局,726,NA,NA
28845,太原架空索道工程研究會,726,NA,NA
28866,北平軍政部製呢廠,410,NA,NA
28878,四川南充教育局,12808,NA,NA
28908,莆田電報局,1714,NA,NA
28912,遼寧四平街電燈公司,28913,NA,NA
28929,廣東第二兵器製造廠,74,NA,NA
28933,第四集團軍科學,NA,NA,NA
28961,安徽六安縣立中學校,28962,NA,NA
28964,隼陽省立第三中學,NA,NA,NA
28979,江蘇沛縣建設局,9066,NA,NA
28990,四川善後督辦公署,1434,NA,NA
28992,重慶廣播電台,1270,NA,NA
28996,廣東軍事政治學校,74,NA,NA
29017,崇明大通紗廠,1256,NA,NA
29023,濟南電報局,1177,NA,NA
29033,第一集團軍,NA,NA,NA
29035,第四集團,NA,NA,NA
29040,桂陽鄉村師範,527,NA,NA
29061,章邱天源煤礦,10399,NA,NA
29070,湖南礦務總局,67,NA,NA
29072,裕甡公司/ 裕甡錳礦局,NA,NA,NA
29074,五洲固本皂藥廠,NA,NA,NA
29084,揚子機器廠,NA,NA,NA
29086,日本東京芝浦製作所,604,NA,NA
29090,Yahata Steel Works 福崗八幡製鐵所,29091,NA,NA
29093,Kushikino Gold Mine (鹿兒島三井串木野金礦),29094,NA,NA
29096,川內水力發電所,NA,NA,NA
29099,東京京城電氣會社,604,NA,NA
29102,漢陽電氣公司,1120,NA,NA
29106,北京無綫電報局,410,NA,NA
29109,上海無綫電報收發處,877,NA,NA
29111,蕪湖電報局,3703,NA,NA
29113,鎮江電話局,1618,NA,NA
29122,湖南省立第三甲種工業學校,67,NA,NA
29126,湖南省立初級工業學校,67,NA,NA
29128,湖南高級工業學校,67,NA,NA
29132,英 Sheffield 煉鋼廠,7643,NA,NA
29177,重慶華興機廠,1270,NA,NA
29184,河南觀音堂民生煤礦公司,66,NA,NA
29191,上海高昌廟兵工廠,877,NA,NA
29194,江岸機務分段,1981,NA,NA
29222,上海製革廠,877,NA,NA
29224,上海中國漆皮廠,877,NA,NA
29253,Nat. Gypsum Co.,1387,NA,NA
29256,秦皇島耀華玻璃公司,2801,NA,NA
29260,日本千葉電廠,29261,NA,NA
29263,山東電氣訓練所,77,NA,NA
29284,京滬長途電話,NA,NA,NA
29290,Winchester Repeating Arms Co.,1387,NA,NA
29293,天津炳耀工程公司,427,NA,NA
29301,昆明市政府,556,NA,NA
29305,青島膠澳商埠港工局,2331,NA,NA
29308,浙江省道局,62,NA,NA
29311,福建度量衡檢定所,61,NA,NA
29314,電表檢驗所,NA,NA,NA
29318,北平電燈公司,410,NA,NA
29324,雲南全省經濟委員會,81,NA,NA
29327,道路工程學校,NA,NA,NA
29333,高雷八屬公路處,NA,NA,NA
29335,雷州公路汽車管理處,74,NA,NA
29337,廣東化縣縣政府,29372,NA,NA
29344,西安陝西機器局,2596,NA,NA
29356,日本鷹取鐵路工廠,258,NA,NA
29358,大連南滿鐵路沙河口工廠,29359,NA,NA
29361,上海同興紡織公司第一廠,NA,NA,NA
29363,三新紡織公司,NA,NA,NA
29365,南昌兵工實習廠,522,NA,NA
29369,隴海鐵路洛陽機械廠,2183,NA,NA
29374,廣州市土地局,350,NA,NA
29385,農礦部,NA,NA,NA
29400,經濟委員會涇洛工程局,NA,NA,NA
29409,資委會辰谿煤礦公司,29410,NA,NA
29432,英 Shell Oil Co.,125,NA,NA
29434,Charleroi 油田公司,3064,NA,NA
29447,Charleroi U. M. H.,3064,NA,NA
29449,開封造幣廠,717,NA,NA
29472,北京第五硝磺局,410,NA,NA
29475,磁縣六合煤礦公司,5287,NA,NA
29477,蠶絲改良委員會,NA,NA,NA
29509,上海馬海洋行,877,NA,NA
29511,天津馬克敦建築公司,427,NA,NA
29533,花溪渠工程處,29534,NA,NA
29542,上海大用橡皮廠,877,NA,NA
29555,鶴崗煤礦,29557,NA,NA
29559,川東石油礦,NA,NA,NA
29561,四川省立第四第三師範,1434,NA,NA
29563,萬縣師範,1350,NA,NA
29584,蘇浙皖京滬五省市交通委員會,NA,NA,NA
29589,廣州面具廠,350,NA,NA
29606,廣州通用油墨油漆公司,350,NA,NA
29623,南寧製革廠,4422,NA,NA
29643,廣東金山中學,2114,NA,NA
29668,江西工商管理處,70,NA,NA
29678,福中礦科大學,3074,NA,NA
29680,河南工科大學,66,NA,NA
29685,湖北省建設廳,68,NA,NA
29687,灤縣開灤礦務局,1659,NA,NA
29691,濟南基泰公司,1177,NA,NA
29740,航空處,NA,NA,NA
29744,鐵通部,NA,NA,NA
29763,贛東築路委員會,70,NA,NA
29788,上海公和洋行,877,NA,NA
29794,上海中原,877,NA,NA
29799,青島國際電台,2331,NA,NA
29808,西京市政府建設委員會,2596,NA,NA
29815,天津恆源紡織廠,427,NA,NA
29859,上海利華貿易公司,877,NA,NA
29873,交通部供應委員會,NA,NA,NA
29884,蒼梧縣政府,5212,NA,NA
29886,廣西民政廳,73,NA,NA
29888,總司令部,NA,NA,NA
29905,揚州江北長途汽車公司,4423,NA,NA
29907,南通地方路工處,562,NA,NA
29914,雲慶縣立師範,29915,NA,NA
29929,贛南華盛礦業公司,70,NA,NA
29944,遼寧海城裕民電氣廠,4449,NA,NA
29962,廈門自來水公司,886,NA,NA
29965,江西省政府,70,NA,NA
29967,南昌市電燈整理處,522,NA,NA
29994,上海中央化學玻璃廠,877,NA,NA
29999,長安徐固電線工程處,6721,NA,NA
30001,嘉興電線,1604,NA,NA
30003,安徽電政管理局,60,NA,NA
30014,湖南水口山鉛礦局,8278,NA,NA
30016,湖南江華錫礦局,67,NA,NA
30018,峽山口協昌煤礦運銷公司,NA,NA,NA
30020,湖南省立高級工業學校,67,NA,NA
30023,長沙職業學校,590,NA,NA
30025,貴州建設處,75,NA,NA
30030,日本川琦造船所,30033,NA,NA
30039,四川高等工業學校,1434,NA,NA
30042,四川高級工業學校,1434,NA,NA
30047,Syracuse University,146,NA,NA
30049,上海化驗所,877,NA,NA
30061,Guangzhou Lingnan University 廣州嶺南大學,350,NA,NA
30124,日本鐵道院,258,NA,NA
30126,浙江行政公署,62,NA,NA
30140,河北磁縣怡立煤礦,5287,NA,NA
30154,克虜伯工廠,121,NA,NA
30156,喜望工廠,NA,NA,NA
30158,樂克林工廠,NA,NA,NA
30210,天津修械廠,427,NA,NA
30217,新鄉第四區工業職業學校,28259,NA,NA
30226,Arcturus 真空管製造廠,1387,NA,NA
30228,R. C. A. 無線電台,125,NA,NA
30241,青島督辦公署,2331,NA,NA
30245,日本大阪天神製燧所,30246,NA,NA
30248,柴田製革廠,258,NA,NA
30250,山東大華染織工廠,77,NA,NA
30252,大華染織公司廠,77,NA,NA
30267,遼寧礮廠附設民生工廠,64,NA,NA
30269,六河溝煉鐵廠,12726,NA,NA
30271,揚子鍊鐵廠,4423,NA,NA
30284,重慶漢合興建築公司,1270,NA,NA
30295,美國公眾事業建築公司,1387,NA,NA
30297,上海三北機器廠,877,NA,NA
30299,三北輪埠公司,877,NA,NA
30302,東方年紅電光公司,NA,NA,NA
30306,昆明中央信托局,556,NA,NA
30348,上海恆昌祥機器造船廠,877,NA,NA
30360,日本名古屋車輛會社,3105,NA,NA
30362,江西鐵工廠,70,NA,NA
30374,首都永利公司硫酸廠鐵工廠,NA,NA,NA
30384,天津河海工程局,427,NA,NA
30386,南京第一飛機修理廠,90,NA,NA
30388,天津整理海河委員會,427,NA,NA
30401,英國利物浦築路處,30399,NA,NA
30403,英國利物浦汽車工廠,30399,NA,NA
30407,黃浦軍官學校,30408,NA,NA
30410,廣東航空局,74,NA,NA
30418,河南省農村合作委員會,66,NA,NA
30429,山西陽泉廣懋煤礦公司,746,NA,NA
30431,外石圪疊礦廠,746,NA,NA
30438,四川銅元局製造廠,1434,NA,NA
30441,四川宜華電氣公司,1434,NA,NA
30452,英國東北鐵廠,125,NA,NA
30454,天津北洋鐵工廠,427,NA,NA
30456,大沽海軍造船所,427,NA,NA
30463,上海益中電機製造廠,877,NA,NA
30485,日本足尾礦山,258,NA,NA
30490,廿九軍航空處,NA,NA,NA
30492,雲南航空處,81,NA,NA
30511,鍊銅所,NA,NA,NA
30536,陝西西北農林專科,78,NA,NA
30573,培道女中,350,NA,NA
30575,Canton Kwong Wah Medical College 私立光華醫學院,350,NA,NA
30577,中山中國煤油公司,1993,NA,NA
30579,廣東省營市頭糖廠,350,NA,NA
30594,延長石油礦,NA,NA,NA
30620,Pennsylvania Rail Road Company (Penn. R. R. Co.),NA,NA,NA
30622,交通銀行無綫電總台,NA,NA,NA
30632,保定電話局,12923,NA,NA
30639,德國政府工程師事務所,121,NA,NA
30648,大同電燈公司,743,NA,NA
30650,青鎮電燈公司,NA,NA,NA
30652,楊柳青電燈公司,NA,NA,NA
30665,安徽省政府,60,NA,NA
30668,電燈廠,NA,NA,NA
30678,法國侯洛飛機廠,159,NA,NA
30680,西特安汽車廠,NA,NA,NA
30683,勞工大學工廠,NA,NA,NA
30718,大連滿鐵會社砂河口機廠,1940,NA,NA
30720,山西機械廠,76,NA,NA
30726,湖南高工,67,NA,NA
30728,吳淞中國公學,877,NA,NA
30730,廣州勷勤大學,350,NA,NA
30747,正太鐵路工務分段,NA,NA,NA
30758,美國電氣公司比路研究所,NA,NA,NA
30760,New York Telephone Company (N. Y. Tel. Co.),146,NA,NA
30764,廣州市自動電話委員會,350,NA,NA
30766,粵漢無線電話籌備處,NA,NA,NA
30769,廣東長途電話籌備處,74,NA,NA
30774,北平市財政局,410,NA,NA
30785,上海進步機器廠,877,NA,NA
30787,上海勤工機器廠,877,NA,NA
30821,河南農業專門學校,66,NA,NA
30823,河南高中師範學校,66,NA,NA
30825,河南初中女師學校,66,NA,NA
30828,山東東武區長途電話工程處,77,NA,NA
30844,日本鐵道省電氣局,258,NA,NA
30857,英 United Steel Co.,27510,NA,NA
30859,English Steel Corporation,25218,NA,NA
30864,上海新和興煉鋼廠,877,NA,NA
30881,河北磁縣礦務局,5287,NA,NA
30887,山西統計處,76,NA,NA
30890,山西民政廳,76,NA,NA
30899,京衢鐵路工程局,410,NA,NA
30920,Chicago Western Electric Co.,12065,NA,NA
30924,江蘇電業管理處,71,NA,NA
30930,河北保定電燈公司,12923,NA,NA
30932,歸綏電燈公司,16514,NA,NA
30936,遼寧電燈廠,511,NA,NA
30953,山東省立師範,77,NA,NA
30964,Michigan Portland Cement Works,30966,NA,NA
30980,廣州永業磚窰,350,NA,NA
30982,廣州家具廠,350,NA,NA
30988,粵港長途自動電話工程隊,NA,NA,NA
30995,法鐵路公司,NA,NA,NA
30997,比鐵路公司,NA,NA,NA
31016,遂寧飛行場,24956,NA,NA
31033,法國北方鐵路公司,NA,NA,NA
31035,時乃得公司,NA,NA,NA
31044,山西財政廳,76,NA,NA
31057,天津靄益吉中華電機廠,427,NA,NA
31083,上海裕昌煤號,877,NA,NA
31091,遼吉黑電信管理處,NA,NA,NA
31133,江蘇實業廳,71,NA,NA
31142,江陰縣立戚家村小學校,31144,NA,NA
31173,Breslau University,4018,NA,NA
31175,Dresden 化學廠,31176,NA,NA
31179,鄭州西北製革廠,2496,NA,NA
31196,山東博山利和煤礦,3760,NA,NA
31210,日本大阪礮兵工場,30246,NA,NA
31212,上海製造局,877,NA,NA
31241,山東度量衡檢定所,77,NA,NA
31255,江蘇鹽城專員公署,496,NA,NA
31273,經濟委員會,146,NA,NA
31300,S. Wales 煤廠 (South Wales 煤廠),31301,NA,NA
31303,S. Wales 窰廠 (South Wales 窰廠),31301,NA,NA
31306,太原礦務公司,726,NA,NA
31308,晉礦管理處,726,NA,NA
31310,太原國立大學,726,NA,NA
31323,上海光華化學工藝社,877,NA,NA
31336,湖南久通銻礦公司,31337,NA,NA
31349,遼寧兵工廠,64,NA,NA
31364,駐德大使館,121,NA,NA
31366,山西軍人實習所核計處,76,NA,NA
31383,美造紙工廠,1387,NA,NA
31385,美硫酸工廠,1387,NA,NA
31387,美煤氣工廠,1387,NA,NA
31389,美磨石工廠,1387,NA,NA
31391,美肥料工廠,1387,NA,NA
31393,美炸藥工廠,1387,NA,NA
31395,上海商業公司,877,NA,NA
31397,小呂宋益華商業公司,NA,NA,NA
31400,大中華興業公司,31401,NA,NA
31403,和昌洋行,NA,NA,NA
31405,江蘇郵包稅局,71,NA,NA
31408,江蘇印花煙酒税局,71,NA,NA
31410,濟南中國棉業貿易公司,1177,NA,NA
31412,中國棉花打包公司,11223,NA,NA
31419,廣東無線電大電台,74,NA,NA
31422,上海美商擴大無線電公司,877,NA,NA
31424,中雍無線電機廠,NA,NA,NA
31426,上海大華無線電公司,877,NA,NA
31435,煙台海壩,6947,NA,NA
31470,Webster Mill,1387,NA,NA
31488,英 B. T. H. 廠,27510,NA,NA
31508,海陽縣政府,31509,NA,NA
31517,Gansu–Sichuan Highway 甘川公路,69,NA,NA
31538,杭州防空學校,999,NA,NA
31545,上海東亞工程公司,877,NA,NA
31582,上海和興化鐵廠,877,NA,NA
31595,Gary Works 鋼廠,31596,NA,NA
31598,Allis-Chalmers 廠,1387,NA,NA
31601,自設機器工廠,NA,NA,NA
31607,張家口電報局,8012,NA,NA
31649,石家莊機廠分廠,2992,NA,NA
31671,秦皇島開灤礦務局,2801,NA,NA
31675,西安利秦工藝社製造廠,2596,NA,NA
31687,鍾淵紡績工場,604,NA,NA
31689,新嘉坡中華編織染公司,3099,NA,NA
31692,海豐縣立中學,31693,NA,NA
31696,蒼梧縣立職業學校,5212,NA,NA
31700,法 Reueau 工廠,NA,NA,NA
31702,中央訓政委員會,NA,NA,NA
31704,法國工部局,NA,NA,NA
31706,南京市社會局,90,NA,NA
31708,南京度量衡檢定所,90,NA,NA
31721,Xizhimen–Zhaitang Railway 門齋鐵路,410,NA,NA
31734,河南修武縣政府科,10958,NA,NA
31748,廣東鹽務管理局,74,NA,NA
31760,河北臨城煤礦公司,2690,NA,NA
31777,湖南臨湘縣立中學,67,NA,NA
31779,湖南省立第一職業學校,67,NA,NA
31781,湖南省第一高級工業學校,67,NA,NA
31785,文藝中學,NA,NA,NA
31806,山西第二中學,76,NA,NA
31810,保晉公司,726,NA,NA
31834,北平市立社教人員養成所,410,NA,NA
31848,福州船政局,419,NA,NA
31851,青島碼頭科,2331,NA,NA
31855,東北造船所,NA,NA,NA
31863,美 N. Y. State Highway Dept.,8693,NA,NA
31865,首都建設委員會道路工程處,NA,NA,NA
31891,天津禪臣洋行機器部,427,NA,NA
31894,中天電機廠,NA,NA,NA
31910,保晉鑛務公司,NA,NA,NA
31921,綏遠省政府縣政研究委員會,96,NA,NA
