person_id,societies,societies_number,societies_date,societies_status
2788,NA,NA,Republican era,NA
2793,NA,NA,Republican era,NA
2796,NA,NA,Republican era,NA
2813,NA,NA,Republican era,NA
2815,NA,NA,Republican era,NA
2817,NA,NA,Republican era,NA
2819,NA,NA,Republican era,NA
2821,NA,NA,Republican era,NA
2828,NA,NA,Republican era,NA
2834,NA,NA,Republican era,NA
2836,NA,NA,Republican era,NA
2842,NA,NA,Republican era,NA
2854,NA,NA,Republican era,NA
2856,NA,NA,Republican era,NA
2860,NA,NA,Republican era,NA
2863,NA,NA,Republican era,NA
2868,Chinese Institute of Electrical Engineers 中國電機工程師學會,NA,Republican era,NA
2872,NA,NA,Republican era,NA
2874,NA,NA,Republican era,NA
2877,NA,NA,Republican era,NA
2879,NA,NA,Republican era,NA
2886,NA,NA,Republican era,NA
2890,China Hydraulic Engineering Society 中國水利工程學會,NA,Republican era,NA
2893,NA,NA,Republican era,NA
2897,NA,NA,Republican era,NA
2900,NA,NA,Republican era,NA
2922,NA,NA,Republican era,NA
2924,NA,NA,Republican era,NA
2941,NA,NA,Republican era,NA
2944,NA,NA,Republican era,NA
2963,NA,NA,Republican era,NA
2965,NA,NA,Republican era,NA
2967,NA,NA,Republican era,NA
2969,NA,NA,Republican era,NA
2973,NA,NA,Republican era,NA
2977,NA,NA,Republican era,NA
2984,NA,NA,Republican era,NA
2996,NA,NA,Republican era,NA
2998,NA,NA,Republican era,NA
3000,NA,NA,Republican era,NA
3007,NA,NA,Republican era,NA
3009,NA,NA,Republican era,NA
3013,NA,NA,Republican era,NA
3015,NA,NA,Republican era,NA
3018,NA,NA,Republican era,NA
3020,NA,NA,Republican era,NA
3022,NA,NA,Republican era,NA
3030,NA,NA,Republican era,NA
3032,NA,NA,Republican era,NA
3035,NA,NA,Republican era,NA
3041,NA,NA,Republican era,NA
3052,NA,NA,Republican era,NA
3055,NA,NA,Republican era,NA
3057,NA,NA,Republican era,NA
3071,NA,NA,Republican era,NA
3077,NA,NA,Republican era,NA
3079,NA,NA,Republican era,NA
3081,NA,NA,Republican era,NA
3084,NA,NA,Republican era,NA
3088,NA,NA,Republican era,NA
3090,NA,NA,Republican era,NA
3094,NA,NA,Republican era,NA
3100,Zhongguo gongchengshi xuehui Wuhan fenhui 中國工程師學會武漢分會,NA,Republican era,NA
3116,NA,NA,Republican era,NA
3118,China Power Engineering Society 中國動力工程學會,NA,Republican era,NA
3118,Chinese Institute of Electrical Engineers 中國電機工程師學會,NA,Republican era,NA
3132,NA,NA,Republican era,NA
3135,NA,NA,Republican era,NA
3137,NA,NA,Republican era,NA
3142,Chinese Institute of Mining and Metallurgy 中國礦冶工程學會,NA,Republican era,NA
3150,NA,NA,Republican era,NA
3152,NA,NA,Republican era,NA
3154,NA,NA,Republican era,NA
3171,Chinese Institute of Mining and Metallurgy 中國礦冶工程學會,NA,Republican era,NA
3196,NA,NA,Republican era,NA
3198,NA,NA,Republican era,NA
3202,NA,NA,Republican era,NA
3211,NA,NA,Republican era,NA
3213,NA,NA,Republican era,NA
3217,NA,NA,Republican era,NA
3222,NA,NA,Republican era,NA
3224,NA,NA,Republican era,NA
3228,NA,NA,Republican era,NA
3232,NA,NA,Republican era,NA
3234,NA,NA,Republican era,NA
3236,NA,NA,Republican era,NA
3238,NA,NA,Republican era,NA
3242,NA,NA,Republican era,NA
3254,NA,NA,Republican era,NA
3256,Chinese Institute of Electrical Engineers 中國電機工程師學會,NA,Republican era,NA
3269,NA,NA,Republican era,NA
3272,NA,NA,Republican era,NA
3274,NA,NA,Republican era,NA
3279,NA,NA,Republican era,NA
3282,NA,NA,Republican era,NA
3298,NA,NA,Republican era,NA
3310,NA,NA,Republican era,NA
3312,NA,NA,Republican era,NA
3318,NA,NA,Republican era,NA
3322,NA,NA,Republican era,NA
3325,NA,NA,Republican era,NA
3328,NA,NA,Republican era,NA
3330,NA,NA,Republican era,NA
3334,NA,NA,Republican era,NA
3337,NA,NA,Republican era,NA
3347,NA,NA,Republican era,NA
3365,NA,NA,Republican era,NA
3376,NA,NA,Republican era,NA
3381,NA,NA,Republican era,NA
3404,NA,NA,Republican era,NA
3406,NA,NA,Republican era,NA
3409,NA,NA,Republican era,NA
3412,NA,NA,Republican era,NA
3414,NA,NA,Republican era,NA
3418,NA,NA,Republican era,NA
3421,NA,NA,Republican era,NA
3423,NA,NA,Republican era,NA
3430,NA,NA,Republican era,NA
3432,NA,NA,Republican era,NA
3434,NA,NA,Republican era,NA
3437,NA,NA,Republican era,NA
3449,NA,NA,Republican era,NA
3451,NA,NA,Republican era,NA
3466,NA,NA,Republican era,NA
3470,NA,NA,Republican era,NA
3473,NA,NA,Republican era,NA
3475,NA,NA,Republican era,NA
3477,NA,NA,Republican era,NA
3487,NA,NA,Republican era,NA
3490,NA,NA,Republican era,NA
3494,NA,NA,Republican era,NA
3497,NA,NA,Republican era,NA
3499,Chinese Institute of Electrical Engineers 中國電機工程師學會,NA,Republican era,NA
3504,NA,NA,Republican era,NA
3507,NA,NA,Republican era,NA
3515,NA,NA,Republican era,NA
3528,NA,NA,Republican era,NA
3531,NA,NA,Republican era,NA
3533,NA,NA,Republican era,NA
3536,NA,NA,Republican era,NA
3538,NA,NA,Republican era,NA
3539,NA,NA,Republican era,NA
3546,China Power Engineering Society 中國動力工程學會,NA,Republican era,NA
3546,Chinese Institute of Electrical Engineers 中國電機工程師學會,NA,Republican era,NA
3547,NA,NA,Republican era,NA
3561,NA,NA,Republican era,NA
3570,NA,NA,Republican era,NA
3576,NA,NA,Republican era,NA
3581,NA,NA,Republican era,NA
3585,NA,NA,Republican era,NA
3587,NA,NA,Republican era,NA
3591,Chinese Institute of Mining and Metallurgy 中國礦冶工程學會,NA,Republican era,NA
3607,NA,NA,Republican era,NA
3610,NA,NA,Republican era,NA
3617,NA,NA,Republican era,NA
3638,NA,NA,Republican era,NA
3641,NA,NA,Republican era,NA
3644,NA,NA,Republican era,NA
3653,NA,NA,Republican era,NA
3655,NA,NA,Republican era,NA
3657,NA,NA,Republican era,NA
3661,NA,NA,Republican era,NA
3664,NA,NA,Republican era,NA
3671,NA,NA,Republican era,NA
3674,NA,NA,Republican era,NA
3685,NA,NA,Republican era,NA
3693,NA,NA,Republican era,NA
3709,NA,NA,Republican era,NA
3722,NA,NA,Republican era,NA
3723,NA,NA,Republican era,NA
3724,NA,NA,Republican era,NA
3727,NA,NA,Republican era,NA
3731,NA,NA,Republican era,NA
3737,NA,NA,Republican era,NA
3738,NA,NA,Republican era,NA
3742,NA,NA,Republican era,NA
3746,NA,NA,Republican era,NA
3748,NA,NA,Republican era,NA
3764,NA,NA,Republican era,NA
3767,NA,NA,Republican era,NA
3770,NA,NA,Republican era,NA
3773,NA,NA,Republican era,NA
3779,NA,NA,Republican era,NA
3782,NA,NA,Republican era,NA
3786,Chinese Institute of Mining and Metallurgy 中國礦冶工程學會,NA,Republican era,NA
3799,NA,NA,Republican era,NA
3802,NA,NA,Republican era,NA
3805,NA,NA,Republican era,NA
3810,NA,NA,Republican era,NA
3815,NA,NA,Republican era,NA
3818,NA,NA,Republican era,NA
3825,NA,NA,Republican era,NA
3828,NA,NA,Republican era,NA
3831,NA,NA,Republican era,NA
3833,NA,NA,Republican era,NA
3835,NA,NA,Republican era,NA
3838,NA,NA,Republican era,NA
3846,NA,NA,Republican era,NA
3850,NA,NA,Republican era,NA
3854,NA,NA,Republican era,NA
3856,NA,NA,Republican era,NA
3859,NA,NA,Republican era,NA
3862,China Hydraulic Engineering Society 中國水利工程學會,NA,Republican era,NA
3865,NA,NA,Republican era,NA
3868,NA,NA,Republican era,NA
3870,Chinese Institute of Mining and Metallurgy 中國礦冶工程學會,NA,Republican era,NA
3883,NA,NA,Republican era,NA
3900,NA,NA,Republican era,NA
3903,NA,NA,Republican era,NA
3905,NA,NA,Republican era,NA
3913,NA,NA,Republican era,NA
3914,China Colourists’ Association 中國染化工程學會,NA,Republican era,NA
3918,NA,NA,Republican era,NA
3920,NA,NA,Republican era,NA
3923,NA,NA,Republican era,NA
3926,NA,NA,Republican era,NA
3928,NA,NA,Republican era,NA
3932,NA,NA,Republican era,NA
3934,NA,NA,Republican era,NA
3937,NA,NA,Republican era,NA
3939,NA,NA,Republican era,NA
3942,NA,NA,Republican era,NA
3960,NA,NA,Republican era,NA
3962,NA,NA,Republican era,NA
3965,NA,NA,Republican era,NA
3968,NA,NA,Republican era,NA
3973,NA,NA,Republican era,NA
3975,NA,NA,Republican era,NA
3980,NA,NA,Republican era,NA
3987,NA,NA,Republican era,NA
3989,NA,NA,Republican era,NA
3993,NA,NA,Republican era,NA
3998,NA,NA,Republican era,NA
4004,NA,NA,Republican era,NA
4008,NA,NA,Republican era,NA
4012,NA,NA,Republican era,NA
4015,NA,NA,Republican era,NA
4031,NA,NA,Republican era,NA
4040,NA,NA,Republican era,NA
4050,NA,NA,Republican era,NA
4053,NA,NA,Republican era,NA
4055,NA,NA,Republican era,NA
4057,NA,NA,Republican era,NA
4059,NA,NA,Republican era,NA
4061,NA,NA,Republican era,NA
4063,NA,NA,Republican era,NA
4065,NA,NA,Republican era,NA
4067,NA,NA,Republican era,NA
4071,NA,NA,Republican era,NA
4075,NA,NA,Republican era,NA
4078,NA,NA,Republican era,NA
4081,NA,NA,Republican era,NA
4085,NA,NA,Republican era,NA
4088,NA,NA,Republican era,NA
4092,NA,NA,Republican era,NA
4104,NA,NA,Republican era,NA
4106,Zhongguo gongchengshi xuehui Wuhan fenhui 中國工程師學會武漢分會,NA,Republican era,NA
4118,NA,NA,Republican era,NA
4121,NA,NA,Republican era,NA
4125,Association of Chinese and American Engineers,NA,Republican era,NA
4125,China Hydraulic Engineering Society 中國水利工程學會,NA,Republican era,NA
4128,NA,NA,Republican era,NA
4132,NA,NA,Republican era,NA
4134,NA,NA,Republican era,NA
4137,NA,NA,Republican era,NA
4151,Chinese Institute of Mining and Metallurgy 中國礦冶工程學會,NA,Republican era,NA
4152,Chinese Institute of Engineers 中華工程師學會,NA,Republican era,NA
4185,NA,NA,Republican era,NA
4188,NA,NA,Republican era,NA
4191,NA,NA,Republican era,NA
4194,NA,NA,Republican era,NA
4197,NA,NA,Republican era,NA
4199,China Engineering Society 中國工程學會,NA,Republican era,NA
4205,Chinese Institute of Mining and Metallurgy 中國礦冶工程學會,NA,Republican era,NA
4227,NA,NA,Republican era,NA
4231,Chinese Institute of Electrical Engineers 中國電機工程師學會,NA,Republican era,NA
4234,NA,NA,Republican era,NA
4239,China Engineering Society 中國工程學會,NA,Republican era,NA
4254,China Power Engineering Society 中國動力工程學會,NA,Republican era,NA
4254,Chinese Institute of Electrical Engineers 中國電機工程師學會,NA,Republican era,NA
4265,NA,NA,Republican era,NA
4268,NA,NA,Republican era,NA
4271,NA,NA,Republican era,NA
4278,Chinese Institute of Mining and Metallurgy 中國礦冶工程學會,NA,Republican era,NA
4285,NA,NA,Republican era,NA
4288,NA,NA,Republican era,NA
4290,NA,NA,Republican era,NA
4298,NA,NA,Republican era,NA
4300,NA,NA,Republican era,NA
4303,NA,NA,Republican era,NA
4306,NA,NA,Republican era,NA
4313,NA,NA,Republican era,NA
4316,NA,NA,Republican era,NA
4318,NA,NA,Republican era,NA
4319,NA,NA,Republican era,NA
4325,NA,NA,Republican era,NA
4326,NA,NA,Republican era,NA
4329,Chinese Institute of Electrical Engineers 中國電機工程師學會,NA,Republican era,NA
4334,Chinese Institute of Mining and Metallurgy 中國礦冶工程學會,NA,Republican era,NA
4346,NA,NA,Republican era,NA
4348,NA,NA,Republican era,NA
4350,NA,NA,Republican era,NA
4352,NA,NA,Republican era,NA
4354,NA,NA,Republican era,NA
4368,NA,NA,Republican era,NA
4370,NA,NA,Republican era,NA
4374,NA,NA,Republican era,NA
