"Person H-ID"	"CERD identifier"
475483	12756
475484	12760
475485	12763
475486	12777
475487	12787
475488	12789
475489	12791
475490	12793
475491	1905
475492	12795
475493	12797
475494	12800
475495	12805
475496	12826
475497	12828
475498	12830
475499	12834
475500	12836
475501	12838
475502	1917
475503	12842
475504	12845
475505	12847
475506	12849
475507	12851
475508	12855
475509	12858
475510	12869
475511	12872
475512	12876
475513	1918
475514	12883
475515	12885
475516	12896
475517	12900
475518	12911
475519	12913
475520	12919
475521	12926
475522	12928
475523	12935
475524	1921
475525	12938
475526	12940
475527	12942
475528	12944
475529	12946
475530	12950
475531	12958
475532	12963
475533	12985
475534	12987
475535	568
475536	1922
475537	12990
475538	13000
475539	13003
475540	13005
475541	13011
475542	13014
475543	13016
475544	13018
475545	13021
475546	13032
475547	1925
475548	13035
475549	13038
475550	13041
475551	13042
475552	13047
475553	13049
475554	13061
475555	13077
475556	13089
475557	13091
475558	1929
475559	13094
475560	13099
475561	13101
475562	13107
475563	13112
475564	13114
475565	13116
475566	13118
475567	13127
475568	13134
475569	1930
475570	13136
475571	13138
475572	13141
475573	13151
475574	13175
475575	13182
475576	13185
475577	13187
475578	13189
475579	13208
475580	1933
475581	13211
475582	13216
475583	13218
475584	13220
475585	13239
475586	13247
475587	13250
475588	13252
475589	13254
475590	13263
475591	1936
475592	13270
475593	13273
475594	13276
475595	13278
475596	13280
475598	13297
475599	13301
475600	13310
475601	13314
475602	1971
475603	13327
475604	13334
475605	13336
475606	13342
475607	13344
475608	13360
475609	13365
475610	13377
475611	13382
475612	13385
475613	1974
475614	13388
475615	13392
475616	13396
475617	13402
475618	13409
475619	13423
475620	13427
475621	13431
475622	13433
475623	13434
475624	1982
475625	13438
475626	13440
475627	13441
475628	13459
475629	13461
475630	13490
475631	13492
475632	13496
475633	13498
475634	13516
475635	1986
475636	13518
475637	13522
475638	13546
475639	13551
475640	13555
475641	13558
475642	13561
475643	13577
475644	13579
475645	13582
475646	570
475647	1989
475648	13584
475649	13587
475650	13591
475651	13593
475652	13598
475653	13604
475654	13613
475655	13614
475656	13618
475657	13620
475658	1992
475659	13622
475660	13627
475661	13631
475662	13642
475663	13653
475664	13661
475665	13663
475666	13676
475667	13678
475668	13680
475669	2000
475670	13697
475671	13703
475672	13705
475673	13710
475674	13712
475675	13715
475676	13717
475677	13721
475678	13732
475679	13736
475680	2002
475681	13738
475682	13747
475683	13749
475684	13751
475685	13757
475686	13760
475687	13762
475688	13764
475689	13766
475690	13768
475691	2005
475692	13771
475693	13773
475694	13777
475695	13779
475696	13781
475697	13784
475698	13787
475699	13790
475700	13807
475701	13812
475702	2007
475703	13814
475704	13816
475705	13825
475706	13827
475707	13838
475708	13840
475709	13845
475710	13848
475711	13852
475712	13858
475713	2009
475714	13860
475715	13862
475716	13865
475717	13873
475718	13875
475719	13884
475720	13889
475721	13891
475722	13893
475723	13898
475724	2011
475725	13900
475726	13902
475727	13904
475728	13923
475729	13937
475730	13949
475731	13951
475732	13958
475733	13960
475734	13964
475735	2026
475736	13966
475737	13971
475738	13977
475739	13985
475740	13987
475741	13989
475742	13991
475743	13997
475744	13999
475745	14001
475746	2029
475747	14006
475748	14008
475749	14023
475750	14025
475751	14036
475752	14038
475753	14049
475754	14051
475755	14054
475756	14062
475757	589
475758	2031
475759	14064
475760	14066
475761	14068
475762	14070
475763	14072
475764	14074
475765	14076
475766	14078
475767	14080
475768	14083
475769	2034
475770	14088
475771	14090
475772	14098
475773	14110
475774	14114
475775	14116
475776	14119
475777	14134
475778	14144
475779	14146
475780	2041
475781	14148
475782	14150
475783	14153
475784	14160
475785	14174
475786	14181
475787	14185
475788	14187
475789	14194
475790	14196
475791	2052
475792	14198
475793	14202
475794	14210
475795	14219
475796	14220
475797	14224
475798	14226
475799	14231
475800	14233
475801	14244
475802	2057
475803	14246
475804	14250
475805	14254
475806	14257
475807	14258
475808	14264
475809	14266
475810	14269
475811	14292
475812	14294
475813	2059
475814	14296
475815	14298
475816	14300
475817	14305
475818	14313
475819	14315
475820	14318
475821	14327
475822	14332
475823	14335
475824	2061
475825	14337
475826	14339
475827	14341
475828	14343
475829	14355
475830	14361
475831	14363
475832	14365
475833	14368
475834	14370
475835	2064
475836	14372
475837	14375
475838	14377
475839	14379
475840	14382
475841	14385
475842	14389
475843	14392
475844	14394
475845	14399
475846	2067
475847	14403
475848	14420
475849	14422
475850	14431
475851	14434
475852	14437
475853	14439
475854	14441
475855	14444
475856	14447
475857	2070
475858	14453
475859	14455
475860	14464
475861	14482
475862	14486
475863	14488
475864	14491
475865	14493
475866	14496
475867	14498
475868	593
475869	2073
475870	14504
475871	14508
475872	14510
475873	14512
475874	14514
475875	14524
475876	14529
475877	14533
475878	14536
475879	14538
475880	2113
475881	14544
475882	14546
475883	14550
475884	14557
475885	14560
475886	14564
475887	14571
475888	14575
475889	14577
475890	14580
475891	2136
475892	14583
475893	14585
475894	14588
475895	14591
475896	14596
475897	14602
475898	14605
475899	14607
475900	14610
475901	14612
475902	2140
475903	14615
475904	14623
475905	14635
475906	14638
475907	14640
475908	14650
475909	14661
475910	14663
475911	14678
475912	14680
475913	2149
475914	14682
475915	14687
475916	14689
475917	14700
475918	14704
475919	14711
475920	14717
475921	14721
475922	14727
475923	14733
475924	2159
475925	14735
475926	14737
475927	14746
475928	14751
475929	14755
475930	14757
475931	14758|15513
475932	14771
475933	14777
475934	14784
475935	2162
475936	14787
475937	14803
475938	14809
475939	14816
475940	14819
475941	14821
475942	14826
475943	14830
475944	14839
475946	2171
475947	14860
475948	14862
475949	14866
475950	14869
475951	14871
475952	14891
475953	14895
475954	14899
475955	14901
475956	14903
475957	2193
475958	14908
475959	14910
475960	14936
475961	14940
475962	14943
475963	14945
475964	14953
475965	14957
475966	14965
475967	14970
475968	2195
475969	14986
475970	14988
475971	14995
475972	14997
475973	15012
475974	15014
475975	15018
475976	15021
475977	15027
475978	15029
475979	596
475980	2209
475981	15031
475982	15033
475983	15039
475984	15042
475985	15044
475986	15046
475987	15049
475988	15051
475989	15053
475990	15055
475991	2211
475992	15056
475993	15060
475994	15061
475995	15065
475996	15073
475997	15091
475998	15094
475999	15096
476000	15098
476001	15121
476002	2219
476003	15150
476004	15152
476005	15156
476006	15158
476007	15172
476008	15176
476009	15179
476010	15184
476011	15193
476012	15211
476013	2229
476014	15220
476015	15223
476016	15231
476017	15233
476018	15238
476019	15240
476020	15242
476021	15244
476022	15246
476023	15253
476024	2235
476025	15255
476026	15258
476027	15260
476028	15262
476029	15264
476030	15269
476031	15271
476032	15276
476033	15278
476034	15280
476035	2254
476036	15283
476037	15287
476038	15289
476039	15292
476040	15294
476041	15309
476042	15316
476043	15318
476044	15322
476045	15335
476046	2276
476047	15339
476048	15343
476049	15345
476050	15347
476051	15351
476052	15363
476053	15387
476054	15402
476055	15409
476056	15412
476057	2289
476058	15426
476059	15428
476060	15431
476061	15443
476062	15450
476063	15452
476064	15454
476065	15460
476066	15463
476067	15466
476068	2291
476069	15468
476070	15470
476071	15487
476072	15492
476073	15496
476074	15504
476075	15519
476076	15521
476077	15532
476078	15537
476079	2295
476080	15551
476081	15554
476082	15558
476083	15560
476084	15562
476085	15570
476086	15572
476087	15573
476088	15575
476089	15589
476090	600
476091	2302
476092	15593
476093	15597
476094	15599
476095	15601
476096	15607
476097	15615
476098	15617
476099	15620
476100	15622
476101	15624
476102	2306
476103	15626
476104	15627
476105	15628
476106	15635
476107	15637
476108	15639
476109	15641
476110	15652
476111	15654
476112	15659
476113	2309
476114	15672
476115	15683
476116	15686
476117	15703
476118	15715
476119	15717
476120	15720
476121	15722
476122	15728
476123	15731
476124	2312
476125	15733
476126	15735
476127	15738
476128	15741
476129	15754
476130	15756
476131	15758
476132	15760
476133	15764
476134	15774
476135	2315
476136	15777
476137	15782
476138	15792
476139	15794
476140	15796
476141	15798
476142	15809
476143	15814
476144	15821
476145	15825
476146	2326
476147	15827
476148	15844
476149	15851
476150	15860
476151	15866
476152	15871
476153	15873
476154	15889
476155	15908
476156	15939
476157	2332
476158	15943
476159	15946
476160	15949
476161	15952
476162	15956
476163	15957
476164	15963
476165	15965
476166	15970
476167	15971
476168	2334
476169	15974
476170	15977
476171	15978
476172	15981
476173	15986
476174	15993
476175	15995
476176	16001
476177	16007
476178	16012
476179	2344
476180	16015
476181	16017
476182	16024
476183	16027
476184	16028
476186	16049
476187	16052
476188	16060
476189	16062
476190	2346
476191	16063
476192	16079
476193	16083
476194	16084
476195	16087
476196	16091
476197	16096
476198	16098
476199	16101
476200	16102
476201	614
476202	2348
476203	16109
476204	16111
476205	16113
476206	16115
476207	16125
476208	16127
476209	16131
476210	16132
476211	16137
476212	16145
476213	2351
476214	16151
476215	16156
476216	16166
476217	16171
476218	16191
476219	16200
476220	16202
476221	16204
476222	16206
476223	16214
476224	2367
476225	16216
476226	16218
476227	16220
476228	16223
476229	16227
476230	16233
476231	16236
476232	16238
476233	16242
476234	16249
476235	2384
476236	16252
476237	16254
476238	16256
476239	16258
476240	16265
476241	16268
476242	16273
476243	16298
476244	16302
476245	16309
476246	2386
476247	16311
476248	16320
476249	16322
476250	16334
476251	16336
476252	16339
476253	16343
476254	16347
476255	16349
476256	16351
476257	2389
476258	16353
476259	16355
476260	16356
476261	16359
476262	16369
476263	16372
476264	16375
476265	16379
476266	16391
476267	16393
476268	2392
476269	16402
476270	16421
476271	16436
476272	16439
476273	16442
476274	16458
476275	16460
476276	16463
476277	16478
476278	16482
476279	2409
476280	16485
476281	16489
476282	16493
476283	16497
476284	16499
476285	16527
476286	16529
476287	16532
476288	16534
476289	16547
476290	2411
476291	16566
476292	16570
476293	16572
476294	16575
476295	16579
476296	16581
476297	16586
476298	16598
476299	16602
476300	16619
476301	2417
476302	16623
476303	16633
476304	16635
476305	16639
476306	16641
476307	16657
476308	16660
476309	16671
476310	16681
476311	16686
476312	336
476313	617
476314	2423
476315	16690
476316	16694
476317	16697
476318	16703
476319	16708
476320	16710
476321	16716
476322	16743
476323	16756
476324	16761
476325	2426
476326	16764
476327	16766
476328	16771
476329	16774
476330	16776
476331	16778
476332	16780
476333	16786
476334	16789
476335	16791
476336	2428
476337	16793
476338	16795
476339	16797
476340	16799
476341	16803
476342	16808
476343	16810
476344	16815
476345	16837
476346	16839
476347	2432
476348	16842
476349	16844
476350	16851
476351	16855
476352	16863
476353	16865
476354	16869
476355	16871
476356	16873
476357	16886
476358	2434
476359	16888
476360	16890
476361	16895
476362	16897
476363	16899
476364	16917
476365	16919
476366	16921
476367	16930
476368	16940
476369	2437
476370	16945
476371	16948
476372	16951
476373	16955
476374	16958
476375	16970
476376	16972
476377	16983
476378	16985
476379	16989
476380	2442
476381	16991
476382	16993
476383	16996
476384	16999
476385	17002
476386	17004
476387	17008
476388	17011
476389	17013
476390	17015
476391	2449
476392	17020
476393	17024
476394	17026
476395	17028
476396	17043
476397	17048
476398	17066
476399	17069
476400	17071
476401	17074
476402	2469
476403	17076
476404	17079
476405	17082
476406	17088
476407	17092
476408	17095
476409	17097
476410	17100
476411	17104
476412	17106
476413	2478
476414	17108
476415	17112
476416	17181
476417	17185
476418	17199
476419	17201
476420	17204
476421	17207
476422	17209
476423	17234
476424	624
476425	2480
476426	17238
476427	17243
476428	17245
476429	17248
476430	17272
476431	17291
476432	17297
476433	17301
476434	17304
476435	17314
476436	2488
476437	17336
476438	17339
476439	17357
476440	17377
476441	17380
476442	17386
476443	17389
476444	17398
476445	17400
476446	17421
476447	2492
476448	17431
476449	17448
476450	17450
476451	17455
476452	17492
476453	17495
476454	17498
476455	17502
476456	17512
476457	17516
476458	2497
476459	17561
476460	17567
476461	17578
476462	17581
476463	17585
476464	17589
476465	17591
476466	17593
476467	17595
476468	17636
476469	2504
476470	17639
476471	17649
476472	17653
476473	17655
476474	17666
476475	17671
476476	17676
476477	17678
476478	17687
476479	17691
476480	2507
476481	17693
476482	17695
476483	17701
476484	17704
476485	17709
476486	17731
476487	17737
476488	17748
476489	17764
476490	17766
476491	2510
476492	17768
476493	17770
476494	17774
476495	17776
476496	17779
476497	17784
476498	17786
476499	17789
476500	17791
476501	17793
476502	2519
476503	17795
476504	17799
476505	17802
476506	17804
476507	17807
476508	17812
476509	17824
476510	17828
476511	17835
476512	17841
476513	2522
476514	17851
476515	17860
476516	17877
476517	17878
476518	17882
476519	17886
476520	17887
476521	17892
476522	17894
476523	17895
476524	2529
476525	17899
476526	17902
476527	17905
476528	17913
476529	17915
476530	17920
476531	17922
476532	17932
476533	17943
476534	17945
476535	637
476536	2532
476537	17948
476538	17950
476539	17952
476540	17961
476541	17986
476542	18008
476543	18013
476544	18017
476545	18022
476546	18024
476547	2538
476548	18026
476549	18028
476550	18031
476551	18034
476552	18036
476553	18042
476554	18045
476555	18065
476556	18067
476557	18071
476558	2541
476559	18081
476560	18088
476561	18091
476562	18107
476563	18110
476564	18111
476565	18116
476566	18121
476567	18124
476568	18128
476569	2544
476570	18130
476571	18134
476572	18145
476573	18147
476574	18149
476575	18150
476576	18160
476577	18162
476578	18164
476579	18169
476580	2548
476581	18193
476582	18203
476583	18211
476584	18216
476585	18222
476586	18235
476587	18237
476588	18250
476589	18257
476590	18285
476591	2556
476592	18287
476593	18297
476594	18303
476595	18319
476596	18322
476597	18326
476598	18342
476599	18344
476600	18348
476601	18354
476602	2558
476603	18357
476604	18359
476605	18361
476606	18363
476607	18365
476608	18368
476609	18371
476610	18377
476611	18385
476612	18393
476613	2562
476614	18395
476615	18407
476616	18411
476617	18413
476618	18423
476619	18429
476620	18439
476621	18444
476622	18446
476623	18460
476624	2588
476625	18462
476626	18466
476627	18470
476628	18480
476629	18483
476630	18490
476631	18505
476632	18509
476633	18512
476634	18515
476635	2601
476636	18517
476637	18519
476638	18530
476639	18532
476640	18536
476641	18539
476642	18541
476643	18544
476644	18551
476645	18555
476646	643
476647	2622
476648	18558
476649	18562
476650	18573
476651	18575
476652	18577
476653	18579
476654	18585
476655	18588
476656	18591
476657	18598
476658	2624
476659	18602
476660	18615
476661	18635
476662	18636
476663	18650
476664	18652
476665	18655
476666	18663
476667	18668
476668	18671
476669	2635
476670	18675
476671	18681
476672	18683
476673	18685
476674	18687
476675	18689
476676	18691
476677	18693
476678	18695
476679	18699
476680	2640
476681	18701
476682	18716
476683	18721
476684	18724
476685	18730
476686	18731
476687	18734
476688	18736
476689	18738
476690	18741
476691	2643
476692	18744
476693	18745
476694	18756
476695	18759
476696	18765
476697	18770
476698	18775
476699	18778
476700	18780
476701	18781
476702	2647
476703	18783
476704	18789
476705	18790
476706	18792
476707	18795
476708	18797
476709	18798
476710	18804
476711	18807
476712	18820
476713	2657
476714	18824
476715	18829
476716	18834
476717	18836
476718	18838
476719	18840
476720	18844
476721	18846
476722	18848
476723	18854
476724	2668
476725	18856
476726	18858
476727	18860
476728	18862
476729	18864
476730	18866
476731	18868
476732	18870
476733	18873
476734	18878
476735	2670
476736	18881
476737	18896
476738	18898
476739	18901
476740	18909
476741	18926
476742	18929
476743	18946
476744	18950
476745	18957
476746	2676
476747	18960
476748	18964
476749	18967
476750	18969
476751	18971
476752	18975
476753	18977
476754	18980
476755	18984
476756	18987
476757	651
476758	2682
476759	18990
476760	18993
476761	18997
476762	19000
476763	19003
476764	19007
476765	19020
476766	19035
476767	19047
476768	19056
476769	2699
476770	19058
476771	19061
476772	19063
476773	19069
476774	19071
476775	19077
476776	19080
476777	19082
476778	19087
476779	19090
476780	2708
476781	19092
476782	19094
476783	19097
476784	19104
476785	19106
476786	19108
476787	19111
476788	19118
476789	19120
476790	19123
476791	2719
476792	19131
476793	19134
476794	19136
476795	19148
476796	19150
476797	19155
476798	19157
476799	19161
476800	19165
476801	19168
476802	2721
476803	19170
476804	19172
476805	19174
476806	19184
476807	19189
476808	19214
476809	19216
476810	19218
476811	19220
476812	19233
476813	2724
476814	19238
476815	19240
476816	19242
476817	19247
476818	19257
476819	19263
476820	19265
476821	19270
476822	19274
476823	19281
476824	2727
476825	19291
476826	19297
476827	19300
476828	19310
476829	19312
476830	19314
476831	19316
476832	19321
476833	19323
476834	19325
476835	2731
476836	19327
476837	19329
476838	19333
476839	19337
476840	19344
476841	19351
476842	19354
476843	19356
476844	19362
476845	19368
476846	2734
476847	19371
476848	19376
476849	19378
476850	19381
476851	19397
476852	19399
476853	19403
476854	19405
476855	19407
476856	19420
476857	2737
476858	19423
476859	19433
476860	19435
476861	19438
476862	19440
476863	19445
476864	19447
476865	19451
476866	19453
476867	19455
476868	655
476869	2745
476870	19458
476871	19463
476872	19467
476873	19469
476874	19471
476875	19473
476876	19477
476877	19479
476878	19481
476879	19484
476880	2747
476881	19486
476882	19488
476883	19491
476884	19496
476885	19499
476886	19502
476887	19509
476888	19512
476889	19514
476890	19516
476891	2775
476892	19519
476893	19521
476894	19528
476895	19539
476896	19541
476897	19546
476898	19559
476899	19562
476900	19566
476901	19573
476902	2777
476903	19576
476904	19580
476905	19583
476906	19597
476907	19603
476908	19605
476909	19608
476910	19618
476911	19622
476912	19632
476913	2779
476914	19634
476915	19637
476916	19652
476917	19655
476918	19658
476919	19660
476920	19662
476921	19664
476922	19671
476923	19680
476924	2784
476925	19684
476926	19688
476927	19690
476928	19692
476929	19696
476930	19701
476931	19703
476932	19706
476933	19708
476934	19710
476935	2788
476936	19713
476937	19716
476938	19726
476939	19729
476940	19733
476941	19735
476942	19754
476943	19756
476944	19758
476945	19761
476946	2793
476947	19763
476948	19765
476949	19767
476950	19769
476951	19771
476952	19778
476953	19788
476954	19791
476955	19795
476956	19801
476957	2796
476958	19806
476959	19808
476960	19810
476961	19815
476962	19825
476963	19827
476964	19829
476965	19836
476966	19839
476967	19843
476968	2813
476969	19847
476970	19849
476971	19852
476972	19854
476973	19856
476974	19864
476975	19866
476976	19875
476977	19892
476978	19898
476979	658
476980	2815
476981	19903
476982	19907
476983	19909
476984	19910
476985	19916
476986	19918
476987	19921
476988	19923
476989	19928
476990	19935
476991	2817
476992	19944
476993	19950
476994	19952
476995	19954
476996	19957
476997	19959
476998	19963
476999	19965
477000	19967
477001	19969
477002	2819
477003	19971
477004	19973
477005	19978
477006	19984
477007	19988
477008	19989
477009	19993
477010	19997
477011	19998
477012	20007
477013	2821
477014	20014
477015	20023
477016	20027
477017	20029
477018	20030
477019	20032
477020	20035
477021	20039
477022	20047
477023	20049
477024	2828
477025	20050
477026	20057
477027	20058
477028	20063
477029	20065
477030	20067
477031	20069
477032	20071
477033	20073
477034	20076
477035	2834
477036	20078
477037	20080
477038	20083
477039	20093
477040	20097
477041	20100
477042	20105
477043	20122
477044	20125
477045	20128
477046	2854
477047	20130
477048	20132
477049	20136
477050	20140
477051	20165
477052	20167
477053	20169
477054	20173
477055	20187
477056	20189
477057	2856
477058	20192
477059	20195
477060	20202
477061	20205
477062	20207
477063	20209
477064	20213
477065	20215
477066	20217
477067	20225
477068	2860
477069	20232
477070	20247
477071	20249
477072	20251
477073	20253
477074	20260
477075	20266
477076	20268
477077	20275
477078	20277
477079	2868
477080	20280
477081	20282
477082	20288
477083	20290
477084	20292
477085	20294
477086	20296
477087	20307
477088	20309
477089	20311
477090	679
477091	2872
477092	20313
477093	20320
477094	20323
477095	20325
477096	20331
477097	20333
477098	20335
477099	20337
477100	20339
477101	20341
477102	2874
477103	20346
477104	20350
477105	20353
477106	20356
477107	20358
477108	20379
477109	20382
477110	20391
477111	20395
477112	20400
477113	2877
477114	20403
477115	20408
477116	20410
477117	20412
477118	20414
477119	20419
477120	20427
477121	20429
477122	20431
477123	20433
477124	2879
477125	20435
477126	20439
477127	20443
477128	20464
477129	20468
477130	20474
477131	20486
477132	20491
477133	20496
477134	20498
477135	2886
477136	20501
477137	20503
477138	20506
477139	20509
477140	20510
477141	20512
477142	20516
477143	20526
477144	20529
477145	20531
477146	2890
477147	20535
477149	20547
477150	20549
477151	20554
477152	20556
477153	20563
477154	20566
477155	20568
477156	20570
477157	2893
477158	20572
477159	20576
477160	20578
477161	20595
477162	20598
477163	20603
477164	20605
477165	20612
477166	20615
477167	20618
477168	2897
477169	20632
477170	20635
477171	20642
477172	20646
477173	20648
477174	20650
477175	20651
477176	20654
477177	20673
477178	20675
477179	2900
477180	20686
477181	20689
477182	20692
477183	20694
477184	20715
477185	20717
477186	20728
477187	20733
477188	20741
477189	20743
477190	2922
477191	20746
477192	20747
477193	20761
477194	20774
477195	20776
477196	20787
477197	20789
477198	20801
477199	20803
477200	20806
477201	683
477202	2924
477203	20810
477204	20813
477205	20818
477206	20819
477207	20825
477208	20826
477209	20834
477210	20836
477211	20840
477212	20842
477213	2941
477214	20845
477215	20847
477216	20851
477217	20853
477218	20855
477219	20858
477220	20860
477221	20863
477222	20866
477223	20868
477224	2944
477225	20872
477226	20874
477227	20876
477228	20878
477229	20880
477230	20889
477231	20892
477232	20896
477233	20898
477234	20900
477235	2963
477236	20902
477237	20904
477238	20906
477239	20911
477240	20913
477241	20924
477242	20927
477243	20931
477244	20935
477245	20937
477246	2965
477247	20939
477248	20941
477249	20945
477250	20947
477251	20950
477252	20952
477253	20973
477254	20975
477255	20977
477256	20979
477257	2967
477258	20993
477259	20996
477260	20999
477261	21001
477262	21003
477263	21008
477264	21015
477265	21019
477266	21022
477267	21023
477268	2969
477269	21026
477270	21029
477271	21032
477272	21041
477273	21042
477274	21050
477275	21052
477276	21055
477277	21059
477278	21064
477279	2973
477280	21071
477281	21073
477282	21078
477283	21081
477284	21083
477285	21091
477286	21094
477288	21112
477289	21114
477290	2977
477291	21118
477292	21120
477293	21122
477294	21124
477295	21129
477296	21134
477297	21136
477298	21139
477299	21141
477300	21145
477301	2984
477302	21153
477303	21155
477304	21161
477305	21163
477306	21167
477307	21169
477308	21172
477309	21174
477310	21177
477311	21179
477312	705
477313	2996
477314	21183
477315	21186
477316	21189
477317	21191
477318	21196
477319	21198
477320	21200
477321	21203
477322	21205
477323	21209
477324	2998
477325	21211
477326	21213
477327	21220
477328	21227
477329	21230
477330	21233
477331	21236
477332	21239
477333	21241
477334	21244
477335	3000
477336	21246
477337	21248
477338	21250
477339	21252
477340	21255
477341	21257
477342	21259
477343	21271
477344	21273
477345	21284
477346	3007
477347	21287
477348	21302
477349	21305
477350	21313
477351	21318
477352	21321
477353	21324
477354	21327
477355	21332
477356	21337
477357	3009
477358	21339
477359	21344
477360	21352
477361	21356
477362	21361
477363	21363
477364	21365
477365	21368
477366	21370
477367	21384
477368	3013
477369	21388
477370	21393
477371	21404
477372	21405
477373	21414
477374	21417
477375	21420
477376	21422
477377	21428
477378	21433
477379	3015
477380	21443
477381	21453
477382	21454
477383	21458
477384	21464
477385	21470
477386	21473
477387	21477
477388	21480
477389	21490
477390	3018
477391	21492
477392	21494
477393	21496
477394	21498
477395	21501
477396	21503
477397	21509
477398	21510
477399	21512
477400	21516
477401	3020
477402	21518
477403	21519
477404	21522
477405	21528
477406	21531
477407	21532
477408	21534
477409	21535
477410	21539
477411	21547
477412	3022
477413	21549
477414	21552
477415	21555
477416	21559
477417	21563
477418	21575
477419	21578
477420	21580
477421	21587
477422	21590
477423	340
477424	710
477425	3030
477426	21593
477427	21599
477428	21601
477429	21602
477430	21608
477431	21609
477432	21610
477433	21618
477434	21619
477435	21623
477436	3032
477437	21624
477438	21629
477439	21635
477440	21640
477441	21641
477442	21642
477443	21646
477444	21647
477445	21655
477446	21661
477447	3035
477448	21662
477450	21664
477451	21669
477452	21671
477453	21673
477454	21678
477455	21680
477456	21683
477457	21687
477458	3041
477459	21694
477460	21700
477461	21702
477462	21704
477463	21706
477464	21709
477465	21713
477466	21714
477467	21717
477468	21719
477469	3052
477470	21721
477471	21725
477472	21728
477473	21732
477474	21735
477475	21739
477476	21741
477477	21750
477478	21758
477479	21761
477480	3055
477481	21768
477482	21771
477483	21784
477484	21786
477485	21799
477486	21803
477487	21811
477488	21817
477489	21824
477490	21827
477491	3071
477492	21831
477493	21833
477494	21838
477495	21840
477496	21845
477497	21849
477498	21851
477499	21854
477500	21856
477501	21864
477502	3077
477503	21867
477504	21870
477505	21876
477506	21878
477507	21888
477508	21903
477509	21923
477510	21942
477511	21962
477512	21964
477513	3079
477514	21968
477515	21970
477516	21972
477517	21974
477518	21996
477519	22003
477520	22015
477521	22025
477522	22029
477523	22031
477524	3081
477525	22033
477526	22035
477527	22037
477528	22039
477529	22041
477530	22044
477531	22051
477532	22053
477533	22057
477534	22059
477535	718
477536	3084
477537	22074
477538	22087
477539	22093
477540	22095
477541	22100
477542	22102
477543	22105
477544	22108
477545	22121
477546	22123
477547	3088
477548	22127
477549	22133
477550	22140
477551	22144
477552	22152
477553	22154
477554	22158
477555	22167
477556	22169
477557	22170
477558	3090
477559	22172
477560	22176
477561	22178
477562	22186
477563	22197
477564	22210
477565	22214
477566	22221
477567	22224
477568	22228
477569	3094
477570	22234
477571	22236
477572	22239
477573	22241
477574	22243
477575	22249
477576	22256
477577	22265
477578	22287
477579	22295
477580	3116
477581	22299
477582	22301
477583	22303
477584	22319
477585	22331
477586	22337
477587	22340
477588	22350
477589	22352
477590	22366
477591	3118
477592	22368
477593	22370
477594	22392
477595	22397
477596	22399
477597	22406
477598	22411
477599	22413
477600	22416
477601	22419
477602	3132
477603	22423
477604	22437
477605	22440
477606	22442
477607	22446
477608	22457
477609	22472
477610	22475
477611	22494
477612	22499
477613	3135
477614	22501
477615	22508
477616	22512
477617	22514
477618	22516
477619	22521
477620	22523
477621	22525
477622	22527
477623	22529
477624	3137
477625	22532
477626	22535
477627	22539
477628	22542
477629	22544
477630	22546
477631	22549
477632	22550
477633	22552
477634	22558
477635	3142
477636	22560
477637	22569
477638	22572
477639	22574
477640	22581
477641	22592
477642	22595
477643	22597
477644	22606
477645	22630
477646	750
477647	3150
477648	22632
477649	22634
477650	22636
477651	22638
477652	22640
477653	22642
477654	22644
477655	22646
477656	22648
477657	22650
477658	3152
477659	22652
477660	22654
477661	22659
477662	22664
477663	22668
477664	22674
477665	22680
477666	22691
477667	22694
477668	22696
477669	3154
477670	22698
477671	22702
477672	22704
477673	22708
477674	22710
477675	22745
477676	22751
477677	22754
477678	22755
477679	22760
477680	3171
477681	22762
477682	22764
477683	22769
477684	22771
477685	22774
477686	22776
477687	22778
477688	22780
477689	22782
477690	22784
477691	3196
477692	22786
477693	22788
477694	22790
477695	22792
477696	22794
477697	22796
477698	22798
477699	22800
477700	22802
477701	22810
477702	3198
477703	22812
477704	22814
477705	22816
477706	22818
477707	22824
477708	22830
477709	22833
477710	22837
477711	22839
477712	22842
477713	3202
477714	22849
477715	22852
477716	22854
477717	22857
477718	22864
477719	22870
477720	22875
477721	22885
477722	22887
477723	22890
477724	3211
477725	22892
477726	22897
477727	22900
477728	22903
477729	22905
477730	22907
477731	22909
477732	22911
477733	22915
477734	22925
477735	3213
477736	22927
477737	22931
477738	22936
477739	22947
477740	22951
477741	22960
477742	22964
477743	22966
477744	22968
477745	22975
477746	3217
477747	22978
477748	23004
477749	23009
477750	23011
477751	23013
477752	23015
477753	23020
477754	23023
477755	23026
477756	23030
477757	764
477758	3222
477759	23039
477760	23059
477761	23061
477762	23074
477763	23077
477764	23083
477765	23094
477766	23096
477767	23103
477768	23105
477769	3224
477770	23109
477771	23112
477772	23114
477773	23117
477774	23123
477775	23125
477776	23128
477777	23138
477778	23190
477779	23192
477780	3228
477781	23194
477782	23197
477783	23207
477784	23212
477785	23218
477786	23226
477787	23237
477788	23241
477789	23243
477790	23246
477791	3232
477792	23252
477793	23262
477794	23278
477795	23285
477796	23288
477797	23292
477798	23297
477799	23300
477800	23306
477801	23308
477802	3234
477803	23312
477804	23316
477805	23321
477806	23323
477807	23327
477808	23329
477809	23350
477810	23354
477811	23357
477812	23370
477813	3236
477814	23372
477815	23382
477816	23386
477817	23388
477818	23405
477819	23407
477820	23422
477821	23435
